area_code,reference_area,area_type,ref_period,measure_type,value,units
S08000022,Highland,Health Board,2013-2014,Count,2178,Persons
S08000022,Highland,Health Board,2014-2015,Count,2210,Persons
S08000022,Highland,Health Board,2015-2016,Count,2160,Persons
S08000024,Lothian,Health Board,1997-1998,Count,4459,Persons
S08000024,Lothian,Health Board,1998-1999,Count,4453,Persons
S08000024,Lothian,Health Board,1999-2000,Count,4337,Persons
S08000024,Lothian,Health Board,2000-2001,Count,4381,Persons
S08000024,Lothian,Health Board,2001-2002,Count,4817,Persons
S08000024,Lothian,Health Board,2002-2003,Count,4579,Persons
S08000024,Lothian,Health Board,2003-2004,Count,4579,Persons
S08000024,Lothian,Health Board,2004-2005,Count,4699,Persons
S08000024,Lothian,Health Board,2005-2006,Count,4832,Persons
S08000024,Lothian,Health Board,2006-2007,Count,5545,Persons
S08000024,Lothian,Health Board,2007-2008,Count,6353,Persons
S08000024,Lothian,Health Board,2013-2014,Count,4955,Persons
S08000024,Lothian,Health Board,2014-2015,Count,4921,Persons
S08000024,Lothian,Health Board,2015-2016,Count,4688,Persons
S08000025,Orkney,Health Board,1997-1998,Count,112,Persons
S08000025,Orkney,Health Board,1998-1999,Count,98,Persons
S08000025,Orkney,Health Board,1999-2000,Count,103,Persons
S08000025,Orkney,Health Board,2000-2001,Count,139,Persons
S08000025,Orkney,Health Board,2001-2002,Count,131,Persons
S08000025,Orkney,Health Board,2002-2003,Count,138,Persons
S08000025,Orkney,Health Board,2003-2004,Count,181,Persons
S08000025,Orkney,Health Board,2004-2005,Count,200,Persons
S08000025,Orkney,Health Board,2005-2006,Count,158,Persons
S08000025,Orkney,Health Board,2006-2007,Count,165,Persons
S08000025,Orkney,Health Board,2007-2008,Count,213,Persons
S08000025,Orkney,Health Board,2013-2014,Count,320,Persons
S08000025,Orkney,Health Board,2014-2015,Count,160,Persons
S08000025,Orkney,Health Board,2015-2016,Count,154,Persons
S08000026,Shetland,Health Board,1997-1998,Count,119,Persons
S08000026,Shetland,Health Board,1998-1999,Count,128,Persons
S08000026,Shetland,Health Board,1999-2000,Count,108,Persons
S08000026,Shetland,Health Board,2000-2001,Count,95,Persons
S08000026,Shetland,Health Board,2001-2002,Count,77,Persons
S08000026,Shetland,Health Board,2002-2003,Count,127,Persons
S08000026,Shetland,Health Board,2003-2004,Count,111,Persons
S08000026,Shetland,Health Board,2004-2005,Count,131,Persons
S08000026,Shetland,Health Board,2005-2006,Count,172,Persons
S08000026,Shetland,Health Board,2006-2007,Count,146,Persons
S08000026,Shetland,Health Board,2007-2008,Count,148,Persons
S08000026,Shetland,Health Board,2013-2014,Count,161,Persons
S08000026,Shetland,Health Board,2014-2015,Count,135,Persons
S08000026,Shetland,Health Board,2015-2016,Count,151,Persons
S08000028,Western Isles,Health Board,1997-1998,Count,261,Persons
S08000028,Western Isles,Health Board,1998-1999,Count,332,Persons
S08000028,Western Isles,Health Board,1999-2000,Count,399,Persons
S08000028,Western Isles,Health Board,2000-2001,Count,358,Persons
S08000028,Western Isles,Health Board,2001-2002,Count,396,Persons
S08000028,Western Isles,Health Board,2002-2003,Count,482,Persons
S08000028,Western Isles,Health Board,2003-2004,Count,493,Persons
S08000028,Western Isles,Health Board,2004-2005,Count,425,Persons
S08000028,Western Isles,Health Board,2005-2006,Count,450,Persons
S08000028,Western Isles,Health Board,2006-2007,Count,468,Persons
S08000028,Western Isles,Health Board,2007-2008,Count,373,Persons
S08000028,Western Isles,Health Board,2013-2014,Count,251,Persons
S08000028,Western Isles,Health Board,2014-2015,Count,179,Persons
S08000028,Western Isles,Health Board,2015-2016,Count,206,Persons
S08000015,Ayrshire and Arran,Health Board,1997-1998,Count,2549,Persons
S08000015,Ayrshire and Arran,Health Board,1998-1999,Count,2613,Persons
S08000015,Ayrshire and Arran,Health Board,1999-2000,Count,2667,Persons
S08000015,Ayrshire and Arran,Health Board,2000-2001,Count,2605,Persons
S08000015,Ayrshire and Arran,Health Board,2001-2002,Count,3143,Persons
S08000015,Ayrshire and Arran,Health Board,2002-2003,Count,3684,Persons
S08000015,Ayrshire and Arran,Health Board,2003-2004,Count,3565,Persons
S08000015,Ayrshire and Arran,Health Board,2004-2005,Count,3637,Persons
S08000015,Ayrshire and Arran,Health Board,2005-2006,Count,3702,Persons
S08000015,Ayrshire and Arran,Health Board,2006-2007,Count,3743,Persons
S08000015,Ayrshire and Arran,Health Board,2007-2008,Count,3949,Persons
S08000015,Ayrshire and Arran,Health Board,2013-2014,Count,3025,Persons
S08000015,Ayrshire and Arran,Health Board,2014-2015,Count,2865,Persons
S08000015,Ayrshire and Arran,Health Board,2015-2016,Count,2674,Persons
S08000016,Borders,Health Board,1997-1998,Count,469,Persons
S08000016,Borders,Health Board,1998-1999,Count,463,Persons
S08000016,Borders,Health Board,1999-2000,Count,497,Persons
S08000016,Borders,Health Board,2000-2001,Count,517,Persons
S08000016,Borders,Health Board,2001-2002,Count,591,Persons
S08000016,Borders,Health Board,2002-2003,Count,597,Persons
S08000016,Borders,Health Board,2003-2004,Count,574,Persons
S08000016,Borders,Health Board,2004-2005,Count,586,Persons
S08000016,Borders,Health Board,2005-2006,Count,599,Persons
S08000016,Borders,Health Board,2006-2007,Count,690,Persons
S08000016,Borders,Health Board,2007-2008,Count,733,Persons
S08000016,Borders,Health Board,2013-2014,Count,633,Persons
S08000016,Borders,Health Board,2014-2015,Count,522,Persons
S08000016,Borders,Health Board,2015-2016,Count,497,Persons
S08000029,Fife,Health Board,2008-2009,Count,2265,Persons
S08000029,Fife,Health Board,2009-2010,Count,2273,Persons
S08000029,Fife,Health Board,2010-2011,Count,2174,Persons
S08000029,Fife,Health Board,2011-2012,Count,1992,Persons
S08000029,Fife,Health Board,2012-2013,Count,2253,Persons
S08000029,Fife,Health Board,1997-1998,Count,1602,Persons
S08000029,Fife,Health Board,1998-1999,Count,1459,Persons
S08000029,Fife,Health Board,1999-2000,Count,1675,Persons
S08000029,Fife,Health Board,2000-2001,Count,1713,Persons
S08000029,Fife,Health Board,2001-2002,Count,1728,Persons
S08000029,Fife,Health Board,2002-2003,Count,1691,Persons
S08000029,Fife,Health Board,2003-2004,Count,1573,Persons
S08000029,Fife,Health Board,2004-2005,Count,1947,Persons
S08000029,Fife,Health Board,2005-2006,Count,2017,Persons
S08000029,Fife,Health Board,2006-2007,Count,2212,Persons
S08000029,Fife,Health Board,2007-2008,Count,2323,Persons
S08000029,Fife,Health Board,2013-2014,Count,2292,Persons
S08000029,Fife,Health Board,2014-2015,Count,2275,Persons
S08000029,Fife,Health Board,2015-2016,Count,2202,Persons
S08000030,Tayside,Health Board,2008-2009,Count,2345,Persons
S08000030,Tayside,Health Board,2009-2010,Count,2100,Persons
S08000030,Tayside,Health Board,2010-2011,Count,2232,Persons
S08000030,Tayside,Health Board,2011-2012,Count,2008,Persons
S08000030,Tayside,Health Board,2012-2013,Count,1998,Persons
S08000030,Tayside,Health Board,1997-1998,Count,1653,Persons
S08000030,Tayside,Health Board,1998-1999,Count,1707,Persons
S08000030,Tayside,Health Board,1999-2000,Count,2049,Persons
S08000030,Tayside,Health Board,2000-2001,Count,2093,Persons
S08000030,Tayside,Health Board,2001-2002,Count,2055,Persons
S08000030,Tayside,Health Board,2002-2003,Count,2056,Persons
S08000030,Tayside,Health Board,2003-2004,Count,2180,Persons
S08000030,Tayside,Health Board,2004-2005,Count,2067,Persons
S08000030,Tayside,Health Board,2005-2006,Count,2134,Persons
S08000030,Tayside,Health Board,2006-2007,Count,2168,Persons
S08000030,Tayside,Health Board,2007-2008,Count,2081,Persons
S08000030,Tayside,Health Board,2013-2014,Count,1995,Persons
S08000030,Tayside,Health Board,2014-2015,Count,2062,Persons
S08000030,Tayside,Health Board,2015-2016,Count,1841,Persons
S08000015,Ayrshire and Arran,Health Board,2016-2017,Count,2866,Persons
S08000015,Ayrshire and Arran,Health Board,1997-1998,EASR,722.4,
S08000015,Ayrshire and Arran,Health Board,1998-1999,EASR,740.9,
S08000015,Ayrshire and Arran,Health Board,1999-2000,EASR,751.7,
S08000015,Ayrshire and Arran,Health Board,2000-2001,EASR,735.8,
S08000015,Ayrshire and Arran,Health Board,2001-2002,EASR,887.3,
S08000015,Ayrshire and Arran,Health Board,2002-2003,EASR,1040.5,
S08000015,Ayrshire and Arran,Health Board,2003-2004,EASR,1000,
S08000015,Ayrshire and Arran,Health Board,2004-2005,EASR,1014.9,
S08000015,Ayrshire and Arran,Health Board,2005-2006,EASR,1028.4,
S08000015,Ayrshire and Arran,Health Board,2006-2007,EASR,1035.2,
S08000015,Ayrshire and Arran,Health Board,2007-2008,EASR,1084.2,
S08000015,Ayrshire and Arran,Health Board,2008-2009,EASR,1027.3,
S08000015,Ayrshire and Arran,Health Board,2009-2010,EASR,1061,
S08000015,Ayrshire and Arran,Health Board,2010-2011,EASR,1011.4,
S08000015,Ayrshire and Arran,Health Board,2011-2012,EASR,972.8,
S08000015,Ayrshire and Arran,Health Board,2012-2013,EASR,849.3,
S08000015,Ayrshire and Arran,Health Board,2013-2014,EASR,837.2,
S08000015,Ayrshire and Arran,Health Board,2014-2015,EASR,783,
S08000015,Ayrshire and Arran,Health Board,2015-2016,EASR,727.7,
S08000015,Ayrshire and Arran,Health Board,2016-2017,EASR,786,
S08000016,Borders,Health Board,2016-2017,Count,507,Persons
S08000016,Borders,Health Board,1997-1998,EASR,463.7,
S08000016,Borders,Health Board,1998-1999,EASR,457.7,
S08000016,Borders,Health Board,1999-2000,EASR,497.2,
S08000016,Borders,Health Board,2000-2001,EASR,506.2,
S08000016,Borders,Health Board,2001-2002,EASR,573.9,
S08000016,Borders,Health Board,2002-2003,EASR,577,
S08000016,Borders,Health Board,2003-2004,EASR,538.9,
S08000016,Borders,Health Board,2004-2005,EASR,546.2,
S08000016,Borders,Health Board,2005-2006,EASR,566.2,
S08000016,Borders,Health Board,2006-2007,EASR,643.5,
S08000016,Borders,Health Board,2007-2008,EASR,673,
S08000016,Borders,Health Board,2008-2009,EASR,630.2,
S08000016,Borders,Health Board,2009-2010,EASR,594.7,
S08000016,Borders,Health Board,2010-2011,EASR,543.2,
S08000016,Borders,Health Board,2011-2012,EASR,624.5,
S08000016,Borders,Health Board,2012-2013,EASR,556.8,
S08000016,Borders,Health Board,2013-2014,EASR,567.3,
S08000016,Borders,Health Board,2014-2015,EASR,460.5,
S08000016,Borders,Health Board,2015-2016,EASR,445,
S08000016,Borders,Health Board,2016-2017,EASR,450.3,
S08000017,Dumfries and Galloway,Health Board,2016-2017,Count,666,Persons
S08000017,Dumfries and Galloway,Health Board,1997-1998,EASR,458.4,
S08000017,Dumfries and Galloway,Health Board,1998-1999,EASR,509.6,
S08000017,Dumfries and Galloway,Health Board,1999-2000,EASR,480.3,
S08000017,Dumfries and Galloway,Health Board,2000-2001,EASR,558.4,
S08000017,Dumfries and Galloway,Health Board,2001-2002,EASR,522,
S08000017,Dumfries and Galloway,Health Board,2002-2003,EASR,553.5,
S08000017,Dumfries and Galloway,Health Board,2003-2004,EASR,549.2,
S08000017,Dumfries and Galloway,Health Board,2004-2005,EASR,533.6,
S08000017,Dumfries and Galloway,Health Board,2005-2006,EASR,517.9,
S08000017,Dumfries and Galloway,Health Board,2006-2007,EASR,482.8,
S08000017,Dumfries and Galloway,Health Board,2007-2008,EASR,571.7,
S08000017,Dumfries and Galloway,Health Board,2008-2009,EASR,560.4,
S08000017,Dumfries and Galloway,Health Board,2009-2010,EASR,524.1,
S08000017,Dumfries and Galloway,Health Board,2010-2011,EASR,523.5,
S08000017,Dumfries and Galloway,Health Board,2011-2012,EASR,498.4,
S08000017,Dumfries and Galloway,Health Board,2012-2013,EASR,486.2,
S08000017,Dumfries and Galloway,Health Board,2013-2014,EASR,519.2,
S08000017,Dumfries and Galloway,Health Board,2014-2015,EASR,410,
S08000017,Dumfries and Galloway,Health Board,2015-2016,EASR,461.8,
S08000017,Dumfries and Galloway,Health Board,2016-2017,EASR,448.6,
S08000019,Forth Valley,Health Board,2016-2017,Count,1390,Persons
S08000019,Forth Valley,Health Board,1997-1998,EASR,410.9,
S08000019,Forth Valley,Health Board,1998-1999,EASR,464.3,
S08000019,Forth Valley,Health Board,1999-2000,EASR,451.3,
S08000019,Forth Valley,Health Board,2000-2001,EASR,439.9,
S08000019,Forth Valley,Health Board,2001-2002,EASR,464.9,
S08000019,Forth Valley,Health Board,2002-2003,EASR,514.9,
S08000019,Forth Valley,Health Board,2003-2004,EASR,492.7,
S08000019,Forth Valley,Health Board,2004-2005,EASR,512.9,
S08000019,Forth Valley,Health Board,2005-2006,EASR,409.4,
S08000019,Forth Valley,Health Board,2006-2007,EASR,442,
S08000019,Forth Valley,Health Board,2007-2008,EASR,521.3,
S08000019,Forth Valley,Health Board,2008-2009,EASR,512.9,
S08000019,Forth Valley,Health Board,2009-2010,EASR,532.5,
S08000019,Forth Valley,Health Board,2010-2011,EASR,410.6,
S08000019,Forth Valley,Health Board,2011-2012,EASR,456.3,
S08000019,Forth Valley,Health Board,2012-2013,EASR,443.8,
S08000019,Forth Valley,Health Board,2013-2014,EASR,495.9,
S08000019,Forth Valley,Health Board,2014-2015,EASR,470.8,
S08000019,Forth Valley,Health Board,2015-2016,EASR,494.5,
S08000019,Forth Valley,Health Board,2016-2017,EASR,461.8,
S08000020,Grampian,Health Board,2016-2017,Count,2814,Persons
S08000020,Grampian,Health Board,1997-1998,EASR,495.7,
S08000020,Grampian,Health Board,1998-1999,EASR,498,
S08000020,Grampian,Health Board,1999-2000,EASR,565.6,
S08000020,Grampian,Health Board,2000-2001,EASR,493.6,
S08000020,Grampian,Health Board,2001-2002,EASR,524.2,
S08000020,Grampian,Health Board,2002-2003,EASR,555.8,
S08000020,Grampian,Health Board,2003-2004,EASR,643.4,
S08000020,Grampian,Health Board,2004-2005,EASR,614.7,
S08000020,Grampian,Health Board,2005-2006,EASR,655.5,
S08000020,Grampian,Health Board,2006-2007,EASR,676.4,
S08000020,Grampian,Health Board,2007-2008,EASR,709.6,
S08000020,Grampian,Health Board,2008-2009,EASR,696.2,
S08000020,Grampian,Health Board,2009-2010,EASR,668.7,
S08000020,Grampian,Health Board,2010-2011,EASR,604.4,
S08000020,Grampian,Health Board,2011-2012,EASR,621.3,
S08000020,Grampian,Health Board,2012-2013,EASR,534.6,
S08000020,Grampian,Health Board,2013-2014,EASR,532.2,
S08000020,Grampian,Health Board,2014-2015,EASR,487.3,
S08000020,Grampian,Health Board,2015-2016,EASR,486.5,
S08000020,Grampian,Health Board,2016-2017,EASR,489.2,
S08000022,Highland,Health Board,2016-2017,Count,2067,Persons
S08000022,Highland,Health Board,1997-1998,EASR,713.4,
S08000022,Highland,Health Board,1998-1999,EASR,772.4,
S08000022,Highland,Health Board,1999-2000,EASR,856.8,
S08000022,Highland,Health Board,2000-2001,EASR,859.1,
S08000022,Highland,Health Board,2001-2002,EASR,969.8,
S08000022,Highland,Health Board,2002-2003,EASR,1019.8,
S08000022,Highland,Health Board,2003-2004,EASR,917.8,
S08000022,Highland,Health Board,2004-2005,EASR,921.2,
S08000022,Highland,Health Board,2005-2006,EASR,915.8,
S08000022,Highland,Health Board,2006-2007,EASR,940.7,
S08000022,Highland,Health Board,2007-2008,EASR,978.3,
S08000022,Highland,Health Board,2008-2009,EASR,914.7,
S08000022,Highland,Health Board,2009-2010,EASR,809.4,
S08000022,Highland,Health Board,2010-2011,EASR,765.2,
S08000022,Highland,Health Board,2011-2012,EASR,732.5,
S08000022,Highland,Health Board,2012-2013,EASR,694.4,
S08000022,Highland,Health Board,2013-2014,EASR,667.8,
S08000022,Highland,Health Board,2014-2015,EASR,679.3,
S08000022,Highland,Health Board,2015-2016,EASR,658.9,
S08000022,Highland,Health Board,2016-2017,EASR,624.8,
S08000024,Lothian,Health Board,2016-2017,Count,4511,Persons
S08000024,Lothian,Health Board,1997-1998,EASR,639.6,
S08000024,Lothian,Health Board,1998-1999,EASR,633.2,
S08000024,Lothian,Health Board,1999-2000,EASR,617,
S08000024,Lothian,Health Board,2000-2001,EASR,610.5,
S08000024,Lothian,Health Board,2001-2002,EASR,664.7,
S08000024,Lothian,Health Board,2002-2003,EASR,629.4,
S08000024,Lothian,Health Board,2003-2004,EASR,631,
S08000024,Lothian,Health Board,2004-2005,EASR,647.7,
S08000024,Lothian,Health Board,2005-2006,EASR,653.3,
S08000024,Lothian,Health Board,2006-2007,EASR,740.5,
S08000024,Lothian,Health Board,2007-2008,EASR,825.5,
S08000024,Lothian,Health Board,2008-2009,EASR,745.1,
S08000024,Lothian,Health Board,2009-2010,EASR,634.4,
S08000024,Lothian,Health Board,2010-2011,EASR,670,
S08000024,Lothian,Health Board,2011-2012,EASR,663.4,
S08000024,Lothian,Health Board,2012-2013,EASR,629.1,
S08000024,Lothian,Health Board,2013-2014,EASR,609.8,
S08000024,Lothian,Health Board,2014-2015,EASR,601.1,
S08000024,Lothian,Health Board,2015-2016,EASR,567.3,
S08000024,Lothian,Health Board,2016-2017,EASR,542.6,
S08000025,Orkney,Health Board,2016-2017,Count,127,Persons
S08000025,Orkney,Health Board,1997-1998,EASR,584.9,
S08000025,Orkney,Health Board,1998-1999,EASR,517.3,
S08000025,Orkney,Health Board,1999-2000,EASR,558.1,
S08000025,Orkney,Health Board,2000-2001,EASR,727.5,
S08000025,Orkney,Health Board,2001-2002,EASR,693.8,
S08000025,Orkney,Health Board,2002-2003,EASR,708.1,
S08000025,Orkney,Health Board,2003-2004,EASR,939.4,
S08000025,Orkney,Health Board,2004-2005,EASR,1005.8,
S08000025,Orkney,Health Board,2005-2006,EASR,794.2,
S08000025,Orkney,Health Board,2006-2007,EASR,812.3,
S08000025,Orkney,Health Board,2007-2008,EASR,1002.9,
S08000025,Orkney,Health Board,2008-2009,EASR,881.5,
S08000025,Orkney,Health Board,2009-2010,EASR,1085.7,
S08000025,Orkney,Health Board,2010-2011,EASR,1740.7,
S08000025,Orkney,Health Board,2011-2012,EASR,1679.4,
S08000025,Orkney,Health Board,2012-2013,EASR,1536.3,
S08000025,Orkney,Health Board,2013-2014,EASR,1407.1,
S08000025,Orkney,Health Board,2014-2015,EASR,728.3,
S08000025,Orkney,Health Board,2015-2016,EASR,698.7,
S08000025,Orkney,Health Board,2016-2017,EASR,542.5,
S08000026,Shetland,Health Board,2016-2017,Count,140,Persons
S08000026,Shetland,Health Board,1997-1998,EASR,554.4,
S08000026,Shetland,Health Board,1998-1999,EASR,589.9,
S08000026,Shetland,Health Board,1999-2000,EASR,467.6,
S08000026,Shetland,Health Board,2000-2001,EASR,432.2,
S08000026,Shetland,Health Board,2001-2002,EASR,351.3,
S08000026,Shetland,Health Board,2002-2003,EASR,576,
S08000026,Shetland,Health Board,2003-2004,EASR,531.4,
S08000026,Shetland,Health Board,2004-2005,EASR,614.4,
S08000026,Shetland,Health Board,2005-2006,EASR,768.6,
S08000026,Shetland,Health Board,2006-2007,EASR,654.3,
S08000026,Shetland,Health Board,2007-2008,EASR,678.1,
S08000026,Shetland,Health Board,2008-2009,EASR,670.1,
S08000026,Shetland,Health Board,2009-2010,EASR,770.3,
S08000026,Shetland,Health Board,2010-2011,EASR,721.7,
S08000026,Shetland,Health Board,2011-2012,EASR,956.9,
S08000026,Shetland,Health Board,2012-2013,EASR,716.2,
S08000026,Shetland,Health Board,2013-2014,EASR,683.2,
S08000026,Shetland,Health Board,2014-2015,EASR,576,
S08000026,Shetland,Health Board,2015-2016,EASR,654.3,
S08000026,Shetland,Health Board,2016-2017,EASR,603.4,
S08000028,Western Isles,Health Board,2016-2017,Count,228,Persons
S08000028,Western Isles,Health Board,1997-1998,EASR,972,
S08000028,Western Isles,Health Board,1998-1999,EASR,1247.4,
S08000028,Western Isles,Health Board,1999-2000,EASR,1493.3,
S08000028,Western Isles,Health Board,2000-2001,EASR,1353,
S08000028,Western Isles,Health Board,2001-2002,EASR,1494.6,
S08000028,Western Isles,Health Board,2002-2003,EASR,1854.7,
S08000028,Western Isles,Health Board,2003-2004,EASR,1863.3,
S08000028,Western Isles,Health Board,2004-2005,EASR,1595.3,
S08000028,Western Isles,Health Board,2005-2006,EASR,1666.3,
S08000028,Western Isles,Health Board,2006-2007,EASR,1733.3,
S08000028,Western Isles,Health Board,2007-2008,EASR,1338.4,
S08000028,Western Isles,Health Board,2008-2009,EASR,1142.1,
S08000028,Western Isles,Health Board,2009-2010,EASR,1010,
S08000028,Western Isles,Health Board,2010-2011,EASR,1046.6,
S08000028,Western Isles,Health Board,2011-2012,EASR,929.9,
S08000028,Western Isles,Health Board,2012-2013,EASR,804.2,
S08000028,Western Isles,Health Board,2013-2014,EASR,874.6,
S08000028,Western Isles,Health Board,2014-2015,EASR,618.1,
S08000028,Western Isles,Health Board,2015-2016,EASR,711.2,
S08000028,Western Isles,Health Board,2016-2017,EASR,805.8,
S08000029,Fife,Health Board,2016-2017,Count,2344,Persons
S08000030,Tayside,Health Board,2016-2017,Count,1903,Persons
S08000029,Fife,Health Board,1997-1998,EASR,492.5,
S08000029,Fife,Health Board,1998-1999,EASR,446.2,
S08000029,Fife,Health Board,1999-2000,EASR,508.6,
S08000029,Fife,Health Board,2000-2001,EASR,515.3,
S08000029,Fife,Health Board,2001-2002,EASR,513.5,
S08000029,Fife,Health Board,2002-2003,EASR,501.9,
S08000029,Fife,Health Board,2003-2004,EASR,464.1,
S08000029,Fife,Health Board,2004-2005,EASR,568.6,
S08000029,Fife,Health Board,2005-2006,EASR,579.5,
S08000029,Fife,Health Board,2006-2007,EASR,633.7,
S08000029,Fife,Health Board,2007-2008,EASR,652,
S08000029,Fife,Health Board,2008-2009,EASR,640.4,
S08000029,Fife,Health Board,2009-2010,EASR,640.3,
S08000029,Fife,Health Board,2010-2011,EASR,613.6,
S08000029,Fife,Health Board,2011-2012,EASR,554.3,
S08000029,Fife,Health Board,2012-2013,EASR,628.3,
S08000029,Fife,Health Board,2013-2014,EASR,637,
S08000029,Fife,Health Board,2014-2015,EASR,630,
S08000029,Fife,Health Board,2015-2016,EASR,609.3,
S08000029,Fife,Health Board,2016-2017,EASR,641.1,
S08000030,Tayside,Health Board,1997-1998,EASR,433.6,
S08000030,Tayside,Health Board,1998-1999,EASR,448.8,
S08000030,Tayside,Health Board,1999-2000,EASR,542.7,
S08000030,Tayside,Health Board,2000-2001,EASR,553.7,
S08000030,Tayside,Health Board,2001-2002,EASR,547.9,
S08000030,Tayside,Health Board,2002-2003,EASR,545.8,
S08000030,Tayside,Health Board,2003-2004,EASR,579.6,
S08000030,Tayside,Health Board,2004-2005,EASR,549.3,
S08000030,Tayside,Health Board,2005-2006,EASR,559.1,
S08000030,Tayside,Health Board,2006-2007,EASR,564.5,
S08000030,Tayside,Health Board,2007-2008,EASR,535,
S08000030,Tayside,Health Board,2008-2009,EASR,597,
S08000030,Tayside,Health Board,2009-2010,EASR,532.1,
S08000030,Tayside,Health Board,2010-2011,EASR,559.9,
S08000030,Tayside,Health Board,2011-2012,EASR,500,
S08000030,Tayside,Health Board,2012-2013,EASR,493,
S08000030,Tayside,Health Board,2013-2014,EASR,493.1,
S08000030,Tayside,Health Board,2014-2015,EASR,508.7,
S08000030,Tayside,Health Board,2015-2016,EASR,451.4,
S08000030,Tayside,Health Board,2016-2017,EASR,467.6,
S08000031,Greater Glasgow and Clyde,Health Board,2008-2009,Count,12886,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2009-2010,Count,12236,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2010-2011,Count,12451,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2011-2012,Count,11917,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2012-2013,Count,10676,Persons
S08000031,Greater Glasgow and Clyde,Health Board,1997-1998,Count,9518,Persons
S08000031,Greater Glasgow and Clyde,Health Board,1998-1999,Count,9608,Persons
S08000031,Greater Glasgow and Clyde,Health Board,1999-2000,Count,10116,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2000-2001,Count,10099,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2001-2002,Count,10070,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2002-2003,Count,10567,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2003-2004,Count,10230,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2004-2005,Count,12309,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2005-2006,Count,11658,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2006-2007,Count,11935,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2007-2008,Count,12753,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2013-2014,Count,10860,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2014-2015,Count,10525,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2015-2016,Count,10912,Persons
S08000031,Greater Glasgow and Clyde,Health Board,2016-2017,Count,11613,Persons
S08000031,Greater Glasgow and Clyde,Health Board,1997-1998,EASR,939.5,
S08000031,Greater Glasgow and Clyde,Health Board,1998-1999,EASR,943.2,
S08000031,Greater Glasgow and Clyde,Health Board,1999-2000,EASR,992.7,
S08000031,Greater Glasgow and Clyde,Health Board,2000-2001,EASR,990,
S08000031,Greater Glasgow and Clyde,Health Board,2001-2002,EASR,986.9,
S08000031,Greater Glasgow and Clyde,Health Board,2002-2003,EASR,1033.2,
S08000031,Greater Glasgow and Clyde,Health Board,2003-2004,EASR,1010.5,
S08000031,Greater Glasgow and Clyde,Health Board,2004-2005,EASR,1218.7,
S08000031,Greater Glasgow and Clyde,Health Board,2005-2006,EASR,1143.3,
S08000031,Greater Glasgow and Clyde,Health Board,2006-2007,EASR,1162.6,
S08000031,Greater Glasgow and Clyde,Health Board,2007-2008,EASR,1228.3,
S08000031,Greater Glasgow and Clyde,Health Board,2008-2009,EASR,1229.3,
S08000031,Greater Glasgow and Clyde,Health Board,2009-2010,EASR,1160.8,
S08000031,Greater Glasgow and Clyde,Health Board,2010-2011,EASR,1168.8,
S08000031,Greater Glasgow and Clyde,Health Board,2011-2012,EASR,1107.6,
S08000031,Greater Glasgow and Clyde,Health Board,2012-2013,EASR,992.4,
S08000031,Greater Glasgow and Clyde,Health Board,2013-2014,EASR,1015.4,
S08000031,Greater Glasgow and Clyde,Health Board,2014-2015,EASR,983.2,
S08000031,Greater Glasgow and Clyde,Health Board,2015-2016,EASR,1013.1,
S08000031,Greater Glasgow and Clyde,Health Board,2016-2017,EASR,1062.5,
S08000032,Lanarkshire,Health Board,2008-2009,Count,4609,Persons
S08000032,Lanarkshire,Health Board,2009-2010,Count,3986,Persons
S08000032,Lanarkshire,Health Board,2010-2011,Count,3930,Persons
S08000032,Lanarkshire,Health Board,2011-2012,Count,4570,Persons
S08000032,Lanarkshire,Health Board,2012-2013,Count,4485,Persons
S08000032,Lanarkshire,Health Board,1997-1998,Count,2652,Persons
S08000032,Lanarkshire,Health Board,1998-1999,Count,2993,Persons
S08000032,Lanarkshire,Health Board,1999-2000,Count,3389,Persons
S08000032,Lanarkshire,Health Board,2000-2001,Count,3423,Persons
S08000032,Lanarkshire,Health Board,2001-2002,Count,3762,Persons
S08000032,Lanarkshire,Health Board,2002-2003,Count,3919,Persons
S08000032,Lanarkshire,Health Board,2003-2004,Count,4134,Persons
S08000032,Lanarkshire,Health Board,2004-2005,Count,4403,Persons
S08000032,Lanarkshire,Health Board,2005-2006,Count,4406,Persons
S08000032,Lanarkshire,Health Board,2006-2007,Count,4588,Persons
S08000032,Lanarkshire,Health Board,2007-2008,Count,4868,Persons
S08000032,Lanarkshire,Health Board,2013-2014,Count,4783,Persons
S08000032,Lanarkshire,Health Board,2014-2015,Count,4634,Persons
S08000032,Lanarkshire,Health Board,2015-2016,Count,4904,Persons
S08000032,Lanarkshire,Health Board,2016-2017,Count,5059,Persons
