FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern,Population Group
S12000021,2018,Median,Pounds (GBP),211.4,All,Part Time,Workplace Based
S12000014,2000,Median,Pounds (GBP),287.7,All,All Patterns,Workplace Based
S12000040,2003,Mean,Pounds (GBP),150.6,All,Part Time,Residence Based
S12000013,2006,Mean,Pounds (GBP),392.8,All,All Patterns,Residence Based
S12000038,2018,Median,Pounds (GBP),167.5,All,Part Time,Workplace Based
S12000019,2015,Median,Pounds (GBP),405,All,All Patterns,Workplace Based
S12000030,2003,Median,Pounds (GBP),134.4,All,Part Time,Residence Based
S12000021,2018,Mean,Pounds (GBP),229.4,All,Part Time,Workplace Based
S12000019,2003,Median,Pounds (GBP),149.7,All,Part Time,Residence Based
S12000040,2000,Median,Pounds (GBP),298.3,All,All Patterns,Workplace Based
S12000040,2017,Median,Pounds (GBP),209.5,All,Part Time,Workplace Based
S12000018,2009,Median,Pounds (GBP),373.7,All,All Patterns,Residence Based
S12000039,2017,Median,Pounds (GBP),198.1,All,Part Time,Workplace Based
S12000017,2003,Median,Pounds (GBP),130,All,Part Time,Residence Based
S12000041,2001,Mean,Pounds (GBP),295.5,All,All Patterns,Workplace Based
S12000039,2017,Mean,Pounds (GBP),230,All,Part Time,Workplace Based
S12000041,2018,Mean,Pounds (GBP),219.8,All,Part Time,Workplace Based
S12000050,2002,Mean,Pounds (GBP),150,All,Part Time,Residence Based
S12000008,2004,Median,Pounds (GBP),315.5,All,All Patterns,Residence Based
S12000042,2009,Median,Pounds (GBP),361.8,All,All Patterns,Residence Based
S12000019,2018,Median,Pounds (GBP),443.9,All,All Patterns,Workplace Based
S12000040,2017,Mean,Pounds (GBP),237.6,All,Part Time,Workplace Based
S12000006,2002,Median,Pounds (GBP),268.2,All,All Patterns,Residence Based
S12000034,2001,Median,Pounds (GBP),251,All,All Patterns,Workplace Based
S12000045,2017,Median,Pounds (GBP),177.2,All,Part Time,Workplace Based
S12000047,2002,Median,Pounds (GBP),126.5,All,Part Time,Residence Based
S12000013,2009,Median,Pounds (GBP),394.5,All,All Patterns,Residence Based
S12000047,2009,Mean,Pounds (GBP),438.5,All,All Patterns,Residence Based
S12000020,2009,Mean,Pounds (GBP),375.2,All,All Patterns,Residence Based
S12000018,2004,Median,Pounds (GBP),143,All,Part Time,Residence Based
S12000036,2017,Mean,Pounds (GBP),253.8,All,Part Time,Workplace Based
S12000017,2017,Median,Pounds (GBP),184.5,All,Part Time,Workplace Based
S12000019,2002,Mean,Pounds (GBP),144.9,All,Part Time,Residence Based
S12000045,2017,Mean,Pounds (GBP),189.2,All,Part Time,Workplace Based
S12000008,2004,Median,Pounds (GBP),298,All,All Patterns,Workplace Based
S12000008,2017,Mean,Pounds (GBP),223.4,All,Part Time,Workplace Based
S12000021,2005,Mean,Pounds (GBP),390.4,All,All Patterns,Workplace Based
S12000020,2002,Mean,Pounds (GBP),140.2,All,Part Time,Residence Based
S12000049,2018,Mean,Pounds (GBP),220.7,All,Part Time,Residence Based
S12000011,2017,Median,Pounds (GBP),179.7,All,Part Time,Workplace Based
S12000008,2017,Median,Pounds (GBP),186.8,All,Part Time,Workplace Based
S12000019,2004,Mean,Pounds (GBP),178,All,Part Time,Residence Based
S12000050,2017,Median,Pounds (GBP),191.4,All,Part Time,Residence Based
S12000028,2017,Mean,Pounds (GBP),225.4,All,Part Time,Workplace Based
S12000006,2017,Median,Pounds (GBP),184.3,All,Part Time,Workplace Based
S12000034,2017,Median,Pounds (GBP),162,All,Part Time,Workplace Based
S12000036,2004,Median,Pounds (GBP),353.1,All,All Patterns,Workplace Based
S12000006,2017,Mean,Pounds (GBP),205.6,All,Part Time,Workplace Based
S12000034,2017,Mean,Pounds (GBP),185.8,All,Part Time,Workplace Based
S12000039,2004,Mean,Pounds (GBP),339.1,All,All Patterns,Workplace Based
S12000042,2017,Mean,Pounds (GBP),246.4,All,Part Time,Workplace Based
S12000005,2017,Mean,Pounds (GBP),226.2,All,Part Time,Workplace Based
S12000039,2019,Mean,Pounds (GBP),481.7,All,All Patterns,Residence Based
S12000019,2002,Median,Pounds (GBP),127,All,Part Time,Residence Based
S12000026,2019,Mean,Pounds (GBP),509.4,All,All Patterns,Residence Based
S12000042,2017,Median,Pounds (GBP),219.9,All,Part Time,Workplace Based
S12000041,2006,Mean,Pounds (GBP),337,All,All Patterns,Workplace Based
S12000018,2017,Mean,Pounds (GBP),186.3,All,Part Time,Workplace Based
S12000048,2004,Median,Pounds (GBP),127.7,All,Part Time,Residence Based
S12000008,2002,Mean,Pounds (GBP),157.3,All,Part Time,Residence Based
S12000019,2017,Mean,Pounds (GBP),217.3,All,Part Time,Workplace Based
S12000013,2017,Median,Pounds (GBP),249.8,All,Part Time,Workplace Based
S12000018,2017,Median,Pounds (GBP),186.4,All,Part Time,Workplace Based
S12000021,2005,Median,Pounds (GBP),346.8,All,All Patterns,Workplace Based
S12000050,2013,Mean,Pounds (GBP),183.2,All,Part Time,Residence Based
S12000013,2017,Mean,Pounds (GBP),263,All,Part Time,Workplace Based
S12000048,2004,Mean,Pounds (GBP),149.3,All,Part Time,Residence Based
S12000021,2017,Mean,Pounds (GBP),218,All,Part Time,Workplace Based
S12000021,2017,Median,Pounds (GBP),196.4,All,Part Time,Workplace Based
S12000020,2017,Mean,Pounds (GBP),195.7,All,Part Time,Workplace Based
S12000020,2017,Median,Pounds (GBP),163.9,All,Part Time,Workplace Based
S12000014,2000,Mean,Pounds (GBP),332.7,All,All Patterns,Workplace Based
S12000008,2002,Median,Pounds (GBP),110.7,All,Part Time,Residence Based
S12000010,2006,Median,Pounds (GBP),357.1,All,All Patterns,Workplace Based
S12000018,2004,Mean,Pounds (GBP),169.7,All,Part Time,Residence Based
S12000020,2002,Median,Pounds (GBP),114.6,All,Part Time,Residence Based
S12000035,2017,Median,Pounds (GBP),146.8,All,Part Time,Workplace Based
S12000035,2017,Mean,Pounds (GBP),158.5,All,Part Time,Workplace Based
S12000042,2007,Mean,Pounds (GBP),426.1,All,All Patterns,Workplace Based
S12000039,2019,Median,Pounds (GBP),424.3,All,All Patterns,Residence Based
S12000047,2017,Mean,Pounds (GBP),223.1,All,Part Time,Workplace Based
S12000047,2017,Median,Pounds (GBP),183.5,All,Part Time,Workplace Based
S12000014,2017,Median,Pounds (GBP),182.4,All,Part Time,Workplace Based
S12000038,2007,Median,Pounds (GBP),366.1,All,All Patterns,Workplace Based
S12000006,2007,Median,Pounds (GBP),328.9,All,All Patterns,Workplace Based
S12000028,2019,Mean,Pounds (GBP),558.5,All,All Patterns,Residence Based
S12000014,2017,Mean,Pounds (GBP),196,All,Part Time,Workplace Based
S12000050,2013,Median,Pounds (GBP),160.6,All,Part Time,Residence Based
S12000017,2017,Mean,Pounds (GBP),200.6,All,Part Time,Workplace Based
S12000047,2004,Mean,Pounds (GBP),151.5,All,Part Time,Residence Based
S12000038,2014,Median,Pounds (GBP),409.2,All,All Patterns,Workplace Based
S12000017,2015,Mean,Pounds (GBP),436.1,All,All Patterns,Workplace Based
S12000049,2016,Median,Pounds (GBP),170.6,All,Part Time,Residence Based
S12000047,2004,Median,Pounds (GBP),129.1,All,Part Time,Residence Based
S12000049,2016,Mean,Pounds (GBP),193.1,All,Part Time,Residence Based
S12000028,2018,Mean,Pounds (GBP),226.6,All,Part Time,Workplace Based
S12000018,2018,Mean,Pounds (GBP),198.4,All,Part Time,Workplace Based
S12000018,2018,Median,Pounds (GBP),200,All,Part Time,Workplace Based
S12000017,2018,Median,Pounds (GBP),195.4,All,Part Time,Workplace Based
S12000008,2004,Median,Pounds (GBP),112.5,All,Part Time,Residence Based
S12000017,2018,Mean,Pounds (GBP),212.1,All,Part Time,Workplace Based
S12000006,2015,Mean,Pounds (GBP),421.1,All,All Patterns,Workplace Based
S12000035,2015,Mean,Pounds (GBP),487.6,All,All Patterns,Workplace Based
S12000023,2014,Mean,Pounds (GBP),434.4,All,All Patterns,Workplace Based
S12000008,2004,Mean,Pounds (GBP),138.1,All,Part Time,Residence Based
S12000027,2018,Mean,Pounds (GBP),187.8,All,Part Time,Workplace Based
S12000029,2018,Median,Pounds (GBP),193.9,All,Part Time,Workplace Based
S12000036,2003,Median,Pounds (GBP),356,All,All Patterns,Residence Based
S12000023,2002,Mean,Pounds (GBP),140,All,Part Time,Residence Based
S12000029,2018,Mean,Pounds (GBP),216.5,All,Part Time,Workplace Based
S12000021,2017,Mean,Pounds (GBP),454.5,All,All Patterns,Workplace Based
S12000019,2018,Mean,Pounds (GBP),238.7,All,Part Time,Workplace Based
S12000042,2015,Mean,Pounds (GBP),491.9,All,All Patterns,Workplace Based
S12000019,2004,Median,Pounds (GBP),305.2,All,All Patterns,Residence Based
S12000029,2014,Mean,Pounds (GBP),454.3,All,All Patterns,Workplace Based
S12000039,2002,Mean,Pounds (GBP),130.8,All,Part Time,Residence Based
S12000028,2018,Median,Pounds (GBP),187.9,All,Part Time,Workplace Based
S12000023,2018,Mean,Pounds (GBP),188.8,All,Part Time,Workplace Based
S12000026,2018,Median,Pounds (GBP),159.6,All,Part Time,Workplace Based
S12000013,2015,Median,Pounds (GBP),419.9,All,All Patterns,Workplace Based
S12000013,1999,Mean,Pounds (GBP),315.4,All,All Patterns,Workplace Based
S12000026,2018,Mean,Pounds (GBP),209.9,All,Part Time,Workplace Based
S12000028,2000,Mean,Pounds (GBP),138.6,All,Part Time,Workplace Based
S12000028,2000,Median,Pounds (GBP),104.3,All,Part Time,Workplace Based
S92000003,2014,Median,Pounds (GBP),414.7,All,All Patterns,Workplace Based
S12000030,2012,Median,Pounds (GBP),448.2,All,All Patterns,Workplace Based
S12000013,2017,Mean,Pounds (GBP),448.6,All,All Patterns,Workplace Based
S92000003,2014,Mean,Pounds (GBP),484.1,All,All Patterns,Workplace Based
S12000029,2000,Mean,Pounds (GBP),118.7,All,Part Time,Workplace Based
S12000028,2014,Median,Pounds (GBP),379.3,All,All Patterns,Workplace Based
S12000049,2015,Median,Pounds (GBP),160.5,All,Part Time,Residence Based
S12000021,2004,Median,Pounds (GBP),128.5,All,Part Time,Workplace Based
S12000029,2000,Median,Pounds (GBP),110.7,All,Part Time,Workplace Based
S12000014,2004,Mean,Pounds (GBP),154.9,All,Part Time,Residence Based
S12000026,2002,Mean,Pounds (GBP),142.1,All,Part Time,Residence Based
S12000023,2004,Mean,Pounds (GBP),151.2,All,Part Time,Workplace Based
S12000021,2004,Mean,Pounds (GBP),126.5,All,Part Time,Workplace Based
S12000011,2004,Mean,Pounds (GBP),189.1,All,Part Time,Residence Based
S12000026,2002,Median,Pounds (GBP),120.8,All,Part Time,Residence Based
S12000049,2011,Median,Pounds (GBP),157.4,All,Part Time,Residence Based
S12000039,2002,Median,Pounds (GBP),116.3,All,Part Time,Residence Based
S12000049,2012,Median,Pounds (GBP),160.3,All,Part Time,Residence Based
S12000049,2011,Mean,Pounds (GBP),181.8,All,Part Time,Residence Based
S12000042,2004,Median,Pounds (GBP),110.5,All,Part Time,Residence Based
S12000033,2003,Median,Pounds (GBP),116.4,All,Part Time,Residence Based
S12000019,2004,Median,Pounds (GBP),140.1,All,Part Time,Workplace Based
S12000038,2014,Mean,Pounds (GBP),468.2,All,All Patterns,Workplace Based
S12000019,2004,Mean,Pounds (GBP),156.7,All,Part Time,Workplace Based
S12000013,2004,Mean,Pounds (GBP),193.2,All,Part Time,Workplace Based
S12000021,2015,Mean,Pounds (GBP),438.5,All,All Patterns,Workplace Based
S12000020,2004,Median,Pounds (GBP),141.3,All,Part Time,Workplace Based
S12000033,2015,Median,Pounds (GBP),506.2,All,All Patterns,Workplace Based
S12000020,2004,Mean,Pounds (GBP),166,All,Part Time,Workplace Based
S12000026,2004,Mean,Pounds (GBP),150,All,Part Time,Workplace Based
S12000017,2015,Median,Pounds (GBP),379.6,All,All Patterns,Workplace Based
S12000045,2018,Mean,Pounds (GBP),220.1,All,Part Time,Workplace Based
S12000017,2001,Median,Pounds (GBP),278.4,All,All Patterns,Workplace Based
S12000034,2001,Mean,Pounds (GBP),294.8,All,All Patterns,Workplace Based
S12000017,2009,Median,Pounds (GBP),357.9,All,All Patterns,Residence Based
S92000003,2017,Mean,Pounds (GBP),221.2,All,Part Time,Workplace Based
S12000014,2018,Mean,Pounds (GBP),210.6,All,Part Time,Workplace Based
S12000014,2018,Median,Pounds (GBP),194.6,All,Part Time,Workplace Based
S12000030,2003,Mean,Pounds (GBP),169.7,All,Part Time,Residence Based
S12000011,2002,Mean,Pounds (GBP),500.3,All,All Patterns,Residence Based
S12000008,2009,Median,Pounds (GBP),365.7,All,All Patterns,Residence Based
S12000047,2009,Median,Pounds (GBP),375.5,All,All Patterns,Residence Based
S12000033,2018,Mean,Pounds (GBP),236.6,All,Part Time,Workplace Based
S12000033,2018,Median,Pounds (GBP),182.7,All,Part Time,Workplace Based
S92000003,2017,Median,Pounds (GBP),189.4,All,Part Time,Workplace Based
S12000034,2018,Mean,Pounds (GBP),192.7,All,Part Time,Workplace Based
S12000042,2009,Mean,Pounds (GBP),416.3,All,All Patterns,Residence Based
S12000019,2015,Mean,Pounds (GBP),454.2,All,All Patterns,Workplace Based
S12000048,2018,Mean,Pounds (GBP),223.3,All,Part Time,Workplace Based
S12000014,2003,Mean,Pounds (GBP),136.7,All,Part Time,Residence Based
S12000048,2018,Median,Pounds (GBP),197.4,All,Part Time,Workplace Based
S12000038,2018,Mean,Pounds (GBP),206.8,All,Part Time,Workplace Based
S12000026,2000,Mean,Pounds (GBP),276,All,All Patterns,Workplace Based
S12000017,2009,Mean,Pounds (GBP),410.2,All,All Patterns,Residence Based
S12000035,2018,Median,Pounds (GBP),181.7,All,Part Time,Workplace Based
S12000014,2003,Median,Pounds (GBP),113.3,All,Part Time,Residence Based
S12000027,2015,Median,Pounds (GBP),462.5,All,All Patterns,Workplace Based
S12000019,2003,Mean,Pounds (GBP),165.6,All,Part Time,Residence Based
S12000030,2008,Median,Pounds (GBP),378.7,All,All Patterns,Residence Based
S12000010,2018,Mean,Pounds (GBP),224.2,All,Part Time,Workplace Based
S12000010,2018,Median,Pounds (GBP),188.9,All,Part Time,Workplace Based
S12000045,2018,Median,Pounds (GBP),171.9,All,Part Time,Workplace Based
S12000018,2007,Median,Pounds (GBP),325.3,All,All Patterns,Residence Based
S12000005,2001,Mean,Pounds (GBP),345.6,All,All Patterns,Workplace Based
S12000013,2015,Mean,Pounds (GBP),431.4,All,All Patterns,Workplace Based
S12000018,2003,Median,Pounds (GBP),115.7,All,Part Time,Residence Based
S12000010,2017,Mean,Pounds (GBP),204.1,All,Part Time,Workplace Based
S12000050,2002,Median,Pounds (GBP),127.2,All,Part Time,Residence Based
S12000047,2018,Mean,Pounds (GBP),225.8,All,Part Time,Workplace Based
S12000050,2016,Mean,Pounds (GBP),207.4,All,Part Time,Residence Based
S12000047,2018,Median,Pounds (GBP),182.5,All,Part Time,Workplace Based
S12000017,2002,Median,Pounds (GBP),118.5,All,Part Time,Residence Based
S12000011,2017,Mean,Pounds (GBP),396.5,All,All Patterns,Workplace Based
S12000014,2017,Mean,Pounds (GBP),507.1,All,All Patterns,Workplace Based
S12000017,2002,Mean,Pounds (GBP),151.5,All,Part Time,Residence Based
S12000019,2018,Median,Pounds (GBP),226.4,All,Part Time,Workplace Based
S12000014,2017,Median,Pounds (GBP),453.7,All,All Patterns,Workplace Based
S12000008,2009,Mean,Pounds (GBP),417,All,All Patterns,Residence Based
S12000011,2017,Mean,Pounds (GBP),194.3,All,Part Time,Workplace Based
S12000010,2017,Median,Pounds (GBP),180.9,All,Part Time,Workplace Based
S12000020,2018,Mean,Pounds (GBP),225.9,All,Part Time,Workplace Based
S12000050,2016,Median,Pounds (GBP),179.6,All,Part Time,Residence Based
S12000013,2004,Mean,Pounds (GBP),168,All,Part Time,Residence Based
S12000011,2017,Median,Pounds (GBP),357.7,All,All Patterns,Workplace Based
S12000018,2009,Mean,Pounds (GBP),428.5,All,All Patterns,Residence Based
S12000017,1999,Median,Pounds (GBP),265.2,All,All Patterns,Workplace Based
S12000034,2018,Median,Pounds (GBP),180.8,All,Part Time,Workplace Based
S12000020,2004,Median,Pounds (GBP),139,All,Part Time,Residence Based
S12000020,2004,Mean,Pounds (GBP),161.7,All,Part Time,Residence Based
S12000013,2018,Median,Pounds (GBP),246.4,All,Part Time,Workplace Based
S12000013,2009,Mean,Pounds (GBP),437.5,All,All Patterns,Residence Based
S12000030,2015,Mean,Pounds (GBP),460.2,All,All Patterns,Workplace Based
S12000013,2018,Mean,Pounds (GBP),238,All,Part Time,Workplace Based
S12000020,2018,Median,Pounds (GBP),191.2,All,Part Time,Workplace Based
S12000047,2002,Mean,Pounds (GBP),147,All,Part Time,Residence Based
S12000020,2009,Median,Pounds (GBP),326.2,All,All Patterns,Residence Based
S12000011,2018,Median,Pounds (GBP),152.2,All,Part Time,Workplace Based
S12000011,2018,Mean,Pounds (GBP),185.2,All,Part Time,Workplace Based
S12000017,2000,Median,Pounds (GBP),266.2,All,All Patterns,Workplace Based
S12000006,2018,Median,Pounds (GBP),187.9,All,Part Time,Workplace Based
S12000042,2016,Mean,Pounds (GBP),477.4,All,All Patterns,Workplace Based
S12000006,2018,Mean,Pounds (GBP),235.7,All,Part Time,Workplace Based
S12000018,2017,Mean,Pounds (GBP),469.3,All,All Patterns,Workplace Based
S12000005,2018,Mean,Pounds (GBP),260.8,All,Part Time,Workplace Based
S12000017,2000,Mean,Pounds (GBP),296.3,All,All Patterns,Workplace Based
S12000049,2002,Mean,Pounds (GBP),142.1,All,Part Time,Residence Based
S12000028,2004,Mean,Pounds (GBP),146.4,All,Part Time,Residence Based
S12000026,2015,Mean,Pounds (GBP),204.1,All,Part Time,Workplace Based
S12000008,2018,Median,Pounds (GBP),173.8,All,Part Time,Workplace Based
S12000035,2002,Median,Pounds (GBP),115.7,All,Part Time,Residence Based
S12000028,2004,Median,Pounds (GBP),125.4,All,Part Time,Residence Based
S12000008,2018,Mean,Pounds (GBP),204.4,All,Part Time,Workplace Based
S12000045,2016,Mean,Pounds (GBP),418.4,All,All Patterns,Workplace Based
S12000029,2015,Mean,Pounds (GBP),193.9,All,Part Time,Workplace Based
S12000029,2015,Median,Pounds (GBP),174.4,All,Part Time,Workplace Based
S12000035,2002,Mean,Pounds (GBP),157.1,All,Part Time,Residence Based
S12000023,2017,Mean,Pounds (GBP),386.6,All,All Patterns,Workplace Based
S12000018,2019,Mean,Pounds (GBP),468.8,All,All Patterns,Residence Based
S12000038,2004,Mean,Pounds (GBP),151.5,All,Part Time,Residence Based
S12000042,2002,Mean,Pounds (GBP),148.8,All,Part Time,Residence Based
S12000042,2000,Mean,Pounds (GBP),310.6,All,All Patterns,Workplace Based
S12000030,2015,Mean,Pounds (GBP),187.9,All,Part Time,Workplace Based
S12000019,2003,Mean,Pounds (GBP),343.2,All,All Patterns,Workplace Based
S12000028,2015,Mean,Pounds (GBP),170.4,All,Part Time,Workplace Based
S12000028,2015,Median,Pounds (GBP),156.4,All,Part Time,Workplace Based
S12000042,2018,Median,Pounds (GBP),211.2,All,Part Time,Workplace Based
S12000042,2018,Mean,Pounds (GBP),245.3,All,Part Time,Workplace Based
S12000013,2019,Mean,Pounds (GBP),500.2,All,All Patterns,Residence Based
S12000038,2015,Median,Pounds (GBP),415.5,All,All Patterns,Workplace Based
S12000040,2011,Mean,Pounds (GBP),437.6,All,All Patterns,Workplace Based
S12000018,2019,Median,Pounds (GBP),392.2,All,All Patterns,Residence Based
S12000030,2015,Median,Pounds (GBP),163.2,All,Part Time,Workplace Based
S12000027,2015,Mean,Pounds (GBP),200.2,All,Part Time,Workplace Based
S12000027,2014,Mean,Pounds (GBP),476.2,All,All Patterns,Workplace Based
S12000033,2002,Median,Pounds (GBP),113.4,All,Part Time,Residence Based
S92000003,2011,Mean,Pounds (GBP),462.2,All,All Patterns,Workplace Based
S12000033,2002,Mean,Pounds (GBP),138.9,All,Part Time,Residence Based
S12000049,2005,Mean,Pounds (GBP),160.7,All,Part Time,Residence Based
S12000011,2016,Mean,Pounds (GBP),416.7,All,All Patterns,Workplace Based
S12000029,2016,Mean,Pounds (GBP),211,All,Part Time,Workplace Based
S12000026,2014,Median,Pounds (GBP),373,All,All Patterns,Workplace Based
S12000026,2014,Mean,Pounds (GBP),405.1,All,All Patterns,Workplace Based
S12000048,2015,Mean,Pounds (GBP),199.9,All,Part Time,Workplace Based
S12000042,2002,Median,Pounds (GBP),119.6,All,Part Time,Residence Based
S12000048,2015,Median,Pounds (GBP),166.6,All,Part Time,Workplace Based
S12000038,2015,Mean,Pounds (GBP),218.8,All,Part Time,Workplace Based
S12000049,2005,Median,Pounds (GBP),135.9,All,Part Time,Residence Based
S12000026,2004,Mean,Pounds (GBP),161.4,All,Part Time,Residence Based
