area_code,reference_area,area_type,year,area,value,units
S12000050,North Lanarkshire,Local Authority,2016,Urban Vacant Land,157,Hectares
S12000050,North Lanarkshire,Local Authority,2002,Urban Vacant Land,462,Hectares
S12000050,North Lanarkshire,Local Authority,2004,Urban Vacant Land,325,Hectares
S12000050,North Lanarkshire,Local Authority,2015,Urban Vacant Land,159,Hectares
S12000050,North Lanarkshire,Local Authority,2014,Urban Vacant Land,171,Hectares
S12000050,North Lanarkshire,Local Authority,2019,Urban Vacant Land,169,Hectares
S12000050,North Lanarkshire,Local Authority,2008,Derelict Land,1085,Hectares
S12000050,North Lanarkshire,Local Authority,2011,Derelict Land,1165,Hectares
S12000050,North Lanarkshire,Local Authority,2010,Derelict Land,1137,Hectares
S12000050,North Lanarkshire,Local Authority,2002,Derelict Land,1041,Hectares
S12000050,North Lanarkshire,Local Authority,2003,Derelict Land,992,Hectares
S12000050,North Lanarkshire,Local Authority,2019,Derelict Land,1218,Hectares
S12000050,North Lanarkshire,Local Authority,2018,Urban Vacant Land,157,Hectares
S12000050,North Lanarkshire,Local Authority,2018,Derelict Land,1204,Hectares
S12000050,North Lanarkshire,Local Authority,2006,Derelict Land,1058,Hectares
S12000050,North Lanarkshire,Local Authority,2016,Derelict Land,1086,Hectares
S12000050,North Lanarkshire,Local Authority,2017,Derelict Land,1141,Hectares
S12000050,North Lanarkshire,Local Authority,2007,Derelict Land,1073,Hectares
S12000050,North Lanarkshire,Local Authority,2004,Derelict Land,1009,Hectares
S12000050,North Lanarkshire,Local Authority,2013,Derelict Land,1148,Hectares
S12000050,North Lanarkshire,Local Authority,2007,Urban Vacant Land,275,Hectares
S12000050,North Lanarkshire,Local Authority,2013,Urban Vacant Land,171,Hectares
S12000050,North Lanarkshire,Local Authority,2012,Urban Vacant Land,218,Hectares
S12000050,North Lanarkshire,Local Authority,2009,Derelict Land,1146,Hectares
S12000050,North Lanarkshire,Local Authority,2012,Derelict Land,1156,Hectares
S12000050,North Lanarkshire,Local Authority,2015,Derelict Land,1120,Hectares
S12000050,North Lanarkshire,Local Authority,2014,Derelict Land,1142,Hectares
S12000050,North Lanarkshire,Local Authority,2005,Derelict Land,1025,Hectares
