FeatureCode,DateCode,Measurement,Units,Value,Gender,Age,Outcome
S12000014,1998,Count,People,31,All,0-19 years,Killed Or Seriously Injured
S12000013,1998,Count,People,6,All,40-59 years,Killed Or Seriously Injured
S12000018,1998,Count,People,27,All,20-39 years,Killed Or Seriously Injured
S12000018,1998,Count,People,22,All,0-19 years,Killed Or Seriously Injured
S12000020,1998,Count,People,18,All,0-19 years,Killed Or Seriously Injured
S12000019,1998,Count,People,9,All,40-59 years,Killed Or Seriously Injured
S12000050,2017,Count,People,77,All,All,Killed Or Seriously Injured
S12000049,2008,Count,People,336,All,All,Killed Or Seriously Injured
S12000049,2006,Count,People,317,All,All,Killed Or Seriously Injured
S12000049,2007,Count,People,262,All,All,Killed Or Seriously Injured
S12000049,2009,Count,People,242,All,All,Killed Or Seriously Injured
S12000049,2000,Count,People,385,All,All,Killed Or Seriously Injured
S12000049,2001,Count,People,398,All,All,Killed Or Seriously Injured
S12000049,1997,Count,People,515,All,All,Killed Or Seriously Injured
S12000049,1999,Count,People,479,All,All,Killed Or Seriously Injured
S12000049,1998,Count,People,526,All,All,Killed Or Seriously Injured
S12000049,2013,Count,People,153,All,All,Killed Or Seriously Injured
S12000028,2018,Count,People,38,All,All,Killed Or Seriously Injured
S12000049,2010,Count,People,221,All,All,Killed Or Seriously Injured
S12000026,2018,Count,People,77,All,All,Killed Or Seriously Injured
S12000029,2018,Count,People,70,All,All,Killed Or Seriously Injured
S12000050,2016,Count,People,80,All,All,Killed Or Seriously Injured
S12000050,2015,Count,People,73,All,All,Killed Or Seriously Injured
S12000049,2012,Count,People,196,All,All,Killed Or Seriously Injured
S12000049,2011,Count,People,190,All,All,Killed Or Seriously Injured
S08000019,2018,Count,People,104,All,All,Killed Or Seriously Injured
S08000020,2018,Count,People,208,All,All,Killed Or Seriously Injured
S08000016,2018,Count,People,78,All,All,Killed Or Seriously Injured
S92000003,2018,Count,People,1744,All,All,Killed Or Seriously Injured
S08000017,2018,Count,People,89,All,All,Killed Or Seriously Injured
S08000032,2018,Count,People,144,All,All,Killed Or Seriously Injured
S12000005,1996,Count,People,10,All,20-39 years,Killed Or Seriously Injured
S08000015,2018,Count,People,132,All,All,Killed Or Seriously Injured
S08000031,2018,Count,People,291,All,All,Killed Or Seriously Injured
S08000029,2018,Count,People,107,All,All,Killed Or Seriously Injured
S08000026,2018,Count,People,5,All,All,Killed Or Seriously Injured
S08000028,2018,Count,People,4,All,All,Killed Or Seriously Injured
S12000049,1996,Count,People,456,All,All,Killed Or Seriously Injured
S12000049,2014,Count,People,186,All,All,Killed Or Seriously Injured
S08000024,2018,Count,People,253,All,All,Killed Or Seriously Injured
S08000030,2018,Count,People,157,All,All,Killed Or Seriously Injured
S08000022,2018,Count,People,165,All,All,Killed Or Seriously Injured
S08000025,2018,Count,People,7,All,All,Killed Or Seriously Injured
S12000048,2006,Count,People,149,All,All,Killed Or Seriously Injured
S12000048,2007,Count,People,131,All,All,Killed Or Seriously Injured
S12000047,2016,Count,People,97,All,All,Killed Or Seriously Injured
S12000047,2001,Count,People,232,All,All,Killed Or Seriously Injured
S12000047,2000,Count,People,251,All,All,Killed Or Seriously Injured
S12000048,2008,Count,People,129,All,All,Killed Or Seriously Injured
S12000048,2009,Count,People,118,All,All,Killed Or Seriously Injured
S12000048,2011,Count,People,108,All,All,Killed Or Seriously Injured
S12000048,2012,Count,People,100,All,All,Killed Or Seriously Injured
S12000048,2013,Count,People,98,All,All,Killed Or Seriously Injured
S12000047,2002,Count,People,278,All,All,Killed Or Seriously Injured
S12000047,2003,Count,People,200,All,All,Killed Or Seriously Injured
S12000047,2015,Count,People,83,All,All,Killed Or Seriously Injured
S12000048,2015,Count,People,59,All,All,Killed Or Seriously Injured
S12000048,2016,Count,People,68,All,All,Killed Or Seriously Injured
S12000047,1999,Count,People,192,All,All,Killed Or Seriously Injured
S12000047,1998,Count,People,219,All,All,Killed Or Seriously Injured
S12000047,2004,Count,People,214,All,All,Killed Or Seriously Injured
S12000047,2005,Count,People,187,All,All,Killed Or Seriously Injured
S12000038,2017,Count,People,45,All,All,Killed Or Seriously Injured
S12000034,2017,Count,People,129,All,All,Killed Or Seriously Injured
S12000036,2017,Count,People,150,All,All,Killed Or Seriously Injured
S12000040,2017,Count,People,54,All,All,Killed Or Seriously Injured
S12000035,2017,Count,People,58,All,All,Killed Or Seriously Injured
S12000005,2017,Count,People,9,All,All,Killed Or Seriously Injured
S12000011,2017,Count,People,18,All,All,Killed Or Seriously Injured
S12000008,2017,Count,People,40,All,All,Killed Or Seriously Injured
S12000010,2017,Count,People,37,All,All,Killed Or Seriously Injured
S12000013,2017,Count,People,3,All,All,Killed Or Seriously Injured
S12000030,2017,Count,People,50,All,All,Killed Or Seriously Injured
S12000033,2017,Count,People,36,All,All,Killed Or Seriously Injured
S12000026,2017,Count,People,62,All,All,Killed Or Seriously Injured
S12000048,2010,Count,People,99,All,All,Killed Or Seriously Injured
S12000029,2017,Count,People,93,All,All,Killed Or Seriously Injured
S12000039,2017,Count,People,30,All,All,Killed Or Seriously Injured
S12000041,2017,Count,People,53,All,All,Killed Or Seriously Injured
S12000028,2017,Count,People,58,All,All,Killed Or Seriously Injured
S12000027,2017,Count,People,9,All,All,Killed Or Seriously Injured
S08000032,2014,Count,People,149,All,All,Killed Or Seriously Injured
S08000032,2015,Count,People,136,All,All,Killed Or Seriously Injured
S12000050,2006,Count,People,119,All,All,Killed Or Seriously Injured
S08000031,2015,Count,People,299,All,All,Killed Or Seriously Injured
S08000031,2016,Count,People,322,All,All,Killed Or Seriously Injured
S08000032,2008,Count,People,230,All,All,Killed Or Seriously Injured
S08000032,2010,Count,People,156,All,All,Killed Or Seriously Injured
S12000048,2001,Count,People,224,All,All,Killed Or Seriously Injured
S08000032,2016,Count,People,160,All,All,Killed Or Seriously Injured
S08000032,2017,Count,People,155,All,All,Killed Or Seriously Injured
S08000032,2011,Count,People,147,All,All,Killed Or Seriously Injured
S08000032,2013,Count,People,147,All,All,Killed Or Seriously Injured
S08000032,2009,Count,People,221,All,All,Killed Or Seriously Injured
S08000032,2012,Count,People,143,All,All,Killed Or Seriously Injured
S08000032,2005,Count,People,204,All,All,Killed Or Seriously Injured
S08000031,2014,Count,People,317,All,All,Killed Or Seriously Injured
S08000031,2017,Count,People,293,All,All,Killed Or Seriously Injured
S08000032,2007,Count,People,254,All,All,Killed Or Seriously Injured
S08000032,2006,Count,People,220,All,All,Killed Or Seriously Injured
S08000029,2013,Count,People,96,All,All,Killed Or Seriously Injured
S08000029,2005,Count,People,187,All,All,Killed Or Seriously Injured
S08000029,2008,Count,People,128,All,All,Killed Or Seriously Injured
S08000029,2012,Count,People,107,All,All,Killed Or Seriously Injured
S08000029,2011,Count,People,100,All,All,Killed Or Seriously Injured
S12000048,2004,Count,People,166,All,All,Killed Or Seriously Injured
S08000029,2009,Count,People,119,All,All,Killed Or Seriously Injured
S08000029,2007,Count,People,150,All,All,Killed Or Seriously Injured
S12000048,2005,Count,People,154,All,All,Killed Or Seriously Injured
S12000048,1996,Count,People,225,All,All,Killed Or Seriously Injured
S12000048,2002,Count,People,171,All,All,Killed Or Seriously Injured
S12000048,2014,Count,People,87,All,All,Killed Or Seriously Injured
S12000048,2000,Count,People,177,All,All,Killed Or Seriously Injured
S12000048,2003,Count,People,173,All,All,Killed Or Seriously Injured
S12000048,1998,Count,People,251,All,All,Killed Or Seriously Injured
S08000029,2006,Count,People,208,All,All,Killed Or Seriously Injured
S12000048,1999,Count,People,191,All,All,Killed Or Seriously Injured
S12000048,1997,Count,People,211,All,All,Killed Or Seriously Injured
S12000005,1997,Count,People,7,All,60 years and over,Killed Or Seriously Injured
S12000006,1997,Count,People,30,All,60 years and over,Killed Or Seriously Injured
S12000014,1997,Count,People,20,All,60 years and over,Killed Or Seriously Injured
S12000029,2018,Count,People,20,All,60 years and over,Killed Or Seriously Injured
S12000030,2018,Count,People,19,All,60 years and over,Killed Or Seriously Injured
S12000027,2018,Count,People,1,All,60 years and over,Killed Or Seriously Injured
S12000017,1997,Count,People,38,All,60 years and over,Killed Or Seriously Injured
S12000028,2018,Count,People,11,All,60 years and over,Killed Or Seriously Injured
S12000013,1997,Count,People,2,All,60 years and over,Killed Or Seriously Injured
S12000018,1997,Count,People,7,All,60 years and over,Killed Or Seriously Injured
S12000030,1997,Count,People,12,All,60 years and over,Killed Or Seriously Injured
S12000038,1997,Count,People,19,All,60 years and over,Killed Or Seriously Injured
S12000029,1997,Count,People,38,All,60 years and over,Killed Or Seriously Injured
S12000035,1997,Count,People,18,All,60 years and over,Killed Or Seriously Injured
S12000039,1997,Count,People,7,All,60 years and over,Killed Or Seriously Injured
S12000033,2018,Count,People,13,All,60 years and over,Killed Or Seriously Injured
S12000008,1997,Count,People,17,All,60 years and over,Killed Or Seriously Injured
S12000034,1997,Count,People,35,All,60 years and over,Killed Or Seriously Injured
S12000033,1997,Count,People,11,All,60 years and over,Killed Or Seriously Injured
S12000047,2018,Count,People,22,All,60 years and over,Killed Or Seriously Injured
S12000045,2018,Count,People,4,All,60 years and over,Killed Or Seriously Injured
S12000034,1996,Count,People,27,All,60 years and over,Killed Or Seriously Injured
S12000038,2018,Count,People,13,All,60 years and over,Killed Or Seriously Injured
S12000039,2018,Count,People,7,All,60 years and over,Killed Or Seriously Injured
S12000049,2018,Count,People,31,All,60 years and over,Killed Or Seriously Injured
S12000048,2018,Count,People,30,All,60 years and over,Killed Or Seriously Injured
S12000040,1996,Count,People,9,All,60 years and over,Killed Or Seriously Injured
S12000033,1996,Count,People,26,All,60 years and over,Killed Or Seriously Injured
S12000050,2018,Count,People,20,All,60 years and over,Killed Or Seriously Injured
S12000050,1996,Count,People,29,All,60 years and over,Killed Or Seriously Injured
S12000040,2018,Count,People,7,All,60 years and over,Killed Or Seriously Injured
S12000049,1996,Count,People,99,All,60 years and over,Killed Or Seriously Injured
S12000011,1997,Count,People,10,All,60 years and over,Killed Or Seriously Injured
S12000010,1997,Count,People,8,All,60 years and over,Killed Or Seriously Injured
S12000048,1996,Count,People,30,All,60 years and over,Killed Or Seriously Injured
S12000047,1996,Count,People,42,All,60 years and over,Killed Or Seriously Injured
S12000045,1996,Count,People,6,All,60 years and over,Killed Or Seriously Injured
S12000042,1996,Count,People,23,All,60 years and over,Killed Or Seriously Injured
S08000029,2016,Count,People,97,All,All,Killed Or Seriously Injured
S12000047,2017,Count,People,89,All,All,Killed Or Seriously Injured
S08000029,2015,Count,People,83,All,All,Killed Or Seriously Injured
S12000042,2017,Count,People,32,All,All,Killed Or Seriously Injured
S12000048,2017,Count,People,85,All,All,Killed Or Seriously Injured
S08000030,2013,Count,People,191,All,All,Killed Or Seriously Injured
S08000030,2009,Count,People,255,All,All,Killed Or Seriously Injured
S08000030,2012,Count,People,200,All,All,Killed Or Seriously Injured
S08000030,2005,Count,People,303,All,All,Killed Or Seriously Injured
S08000030,2011,Count,People,224,All,All,Killed Or Seriously Injured
S12000021,2017,Count,People,47,All,All,Killed Or Seriously Injured
S12000023,2017,Count,People,5,All,All,Killed Or Seriously Injured
S12000017,2017,Count,People,83,All,All,Killed Or Seriously Injured
S12000006,2017,Count,People,66,All,All,Killed Or Seriously Injured
S12000020,2017,Count,People,40,All,All,Killed Or Seriously Injured
S12000018,2017,Count,People,15,All,All,Killed Or Seriously Injured
S12000045,2017,Count,People,14,All,All,Killed Or Seriously Injured
S12000014,2017,Count,People,48,All,All,Killed Or Seriously Injured
S12000019,2017,Count,People,44,All,All,Killed Or Seriously Injured
S12000027,1997,Count,People,3,All,60 years and over,Killed Or Seriously Injured
S12000028,1997,Count,People,6,All,60 years and over,Killed Or Seriously Injured
S12000020,1997,Count,People,5,All,60 years and over,Killed Or Seriously Injured
S92000003,1996,Count,People,684,All,60 years and over,Killed Or Seriously Injured
S12000026,1997,Count,People,16,All,60 years and over,Killed Or Seriously Injured
S12000021,1997,Count,People,14,All,60 years and over,Killed Or Seriously Injured
S12000036,1997,Count,People,42,All,60 years and over,Killed Or Seriously Injured
S12000019,1997,Count,People,4,All,60 years and over,Killed Or Seriously Injured
S12000023,1997,Count,People,2,All,60 years and over,Killed Or Seriously Injured
S08000030,2016,Count,People,142,All,All,Killed Or Seriously Injured
S08000030,2014,Count,People,145,All,All,Killed Or Seriously Injured
S08000030,2015,Count,People,123,All,All,Killed Or Seriously Injured
S08000029,2010,Count,People,132,All,All,Killed Or Seriously Injured
S08000029,2014,Count,People,72,All,All,Killed Or Seriously Injured
S08000030,2007,Count,People,269,All,All,Killed Or Seriously Injured
S08000030,2010,Count,People,205,All,All,Killed Or Seriously Injured
S08000030,2008,Count,People,267,All,All,Killed Or Seriously Injured
S08000030,2006,Count,People,318,All,All,Killed Or Seriously Injured
S08000015,2005,Count,People,194,All,All,Killed Or Seriously Injured
S08000026,2005,Count,People,15,All,All,Killed Or Seriously Injured
S92000003,2016,Count,People,1888,All,All,Killed Or Seriously Injured
S08000019,2005,Count,People,206,All,All,Killed Or Seriously Injured
S08000028,2005,Count,People,20,All,All,Killed Or Seriously Injured
S12000014,2016,Count,People,52,All,All,Killed Or Seriously Injured
S12000020,2016,Count,People,53,All,All,Killed Or Seriously Injured
S12000018,2016,Count,People,18,All,All,Killed Or Seriously Injured
S12000019,2016,Count,People,44,All,All,Killed Or Seriously Injured
S12000021,2016,Count,People,41,All,All,Killed Or Seriously Injured
S08000022,2005,Count,People,286,All,All,Killed Or Seriously Injured
S08000028,2015,Count,People,5,All,All,Killed Or Seriously Injured
S08000025,2005,Count,People,8,All,All,Killed Or Seriously Injured
S08000026,2015,Count,People,6,All,All,Killed Or Seriously Injured
S08000025,2015,Count,People,1,All,All,Killed Or Seriously Injured
S08000016,2005,Count,People,143,All,All,Killed Or Seriously Injured
S08000020,2005,Count,People,319,All,All,Killed Or Seriously Injured
S08000024,2005,Count,People,408,All,All,Killed Or Seriously Injured
S08000017,2005,Count,People,144,All,All,Killed Or Seriously Injured
S12000005,2016,Count,People,14,All,All,Killed Or Seriously Injured
S12000011,2016,Count,People,17,All,All,Killed Or Seriously Injured
S12000008,2016,Count,People,43,All,All,Killed Or Seriously Injured
S12000010,2016,Count,People,33,All,All,Killed Or Seriously Injured
S12000013,2016,Count,People,5,All,All,Killed Or Seriously Injured
S12000040,2016,Count,People,49,All,All,Killed Or Seriously Injured
S12000041,2016,Count,People,45,All,All,Killed Or Seriously Injured
S12000035,2016,Count,People,71,All,All,Killed Or Seriously Injured
S12000006,2016,Count,People,71,All,All,Killed Or Seriously Injured
S12000039,2016,Count,People,28,All,All,Killed Or Seriously Injured
S12000030,2016,Count,People,40,All,All,Killed Or Seriously Injured
S12000033,2016,Count,People,67,All,All,Killed Or Seriously Injured
S12000026,2016,Count,People,81,All,All,Killed Or Seriously Injured
S12000017,2016,Count,People,101,All,All,Killed Or Seriously Injured
S12000029,2016,Count,People,101,All,All,Killed Or Seriously Injured
S12000027,2016,Count,People,5,All,All,Killed Or Seriously Injured
S92000003,2015,Count,People,1767,All,All,Killed Or Seriously Injured
S12000023,2016,Count,People,7,All,All,Killed Or Seriously Injured
S12000028,2016,Count,People,56,All,All,Killed Or Seriously Injured
S08000025,2016,Count,People,7,All,All,Killed Or Seriously Injured
S12000047,2007,Count,People,151,All,All,Killed Or Seriously Injured
S08000024,2016,Count,People,304,All,All,Killed Or Seriously Injured
S12000047,2006,Count,People,208,All,All,Killed Or Seriously Injured
S12000047,2008,Count,People,128,All,All,Killed Or Seriously Injured
S12000047,1996,Count,People,259,All,All,Killed Or Seriously Injured
S12000047,1997,Count,People,270,All,All,Killed Or Seriously Injured
S12000047,2014,Count,People,93,All,All,Killed Or Seriously Injured
S08000028,2016,Count,People,5,All,All,Killed Or Seriously Injured
S08000026,2016,Count,People,5,All,All,Killed Or Seriously Injured
S08000020,2010,Count,People,352,All,All,Killed Or Seriously Injured
S08000017,2010,Count,People,72,All,All,Killed Or Seriously Injured
S08000019,2010,Count,People,126,All,All,Killed Or Seriously Injured
S08000025,2010,Count,People,5,All,All,Killed Or Seriously Injured
S08000024,2010,Count,People,262,All,All,Killed Or Seriously Injured
S08000016,2010,Count,People,95,All,All,Killed Or Seriously Injured
S08000015,2010,Count,People,145,All,All,Killed Or Seriously Injured
S08000028,2010,Count,People,9,All,All,Killed Or Seriously Injured
S08000026,2010,Count,People,4,All,All,Killed Or Seriously Injured
S08000019,2016,Count,People,103,All,All,Killed Or Seriously Injured
S08000017,2015,Count,People,72,All,All,Killed Or Seriously Injured
S08000022,2016,Count,People,172,All,All,Killed Or Seriously Injured
S08000015,2015,Count,People,143,All,All,Killed Or Seriously Injured
S08000019,2015,Count,People,131,All,All,Killed Or Seriously Injured
S08000017,2016,Count,People,71,All,All,Killed Or Seriously Injured
S08000016,2016,Count,People,80,All,All,Killed Or Seriously Injured
S08000020,2016,Count,People,280,All,All,Killed Or Seriously Injured
S08000015,2016,Count,People,140,All,All,Killed Or Seriously Injured
S12000047,2012,Count,People,107,All,All,Killed Or Seriously Injured
S12000047,2009,Count,People,120,All,All,Killed Or Seriously Injured
S12000047,2011,Count,People,101,All,All,Killed Or Seriously Injured
S12000047,2013,Count,People,96,All,All,Killed Or Seriously Injured
S12000047,2010,Count,People,132,All,All,Killed Or Seriously Injured
S08000022,2015,Count,People,133,All,All,Killed Or Seriously Injured
S08000016,2015,Count,People,68,All,All,Killed Or Seriously Injured
S08000020,2015,Count,People,289,All,All,Killed Or Seriously Injured
S08000024,2015,Count,People,278,All,All,Killed Or Seriously Injured
S08000024,2017,Count,People,285,All,All,Killed Or Seriously Injured
S08000019,2017,Count,People,107,All,All,Killed Or Seriously Injured
S08000022,2017,Count,People,139,All,All,Killed Or Seriously Injured
S08000026,2017,Count,People,9,All,All,Killed Or Seriously Injured
S08000020,2017,Count,People,208,All,All,Killed Or Seriously Injured
S08000017,2017,Count,People,68,All,All,Killed Or Seriously Injured
S08000015,2017,Count,People,145,All,All,Killed Or Seriously Injured
S08000016,2017,Count,People,61,All,All,Killed Or Seriously Injured
S08000030,2017,Count,People,169,All,All,Killed Or Seriously Injured
S08000029,2017,Count,People,90,All,All,Killed Or Seriously Injured
S08000031,2006,Count,People,586,All,All,Killed Or Seriously Injured
S08000031,2009,Count,People,431,All,All,Killed Or Seriously Injured
S08000031,2013,Count,People,261,All,All,Killed Or Seriously Injured
S08000031,2010,Count,People,404,All,All,Killed Or Seriously Injured
S08000031,2011,Count,People,345,All,All,Killed Or Seriously Injured
S08000025,2017,Count,People,4,All,All,Killed Or Seriously Injured
S08000028,2017,Count,People,2,All,All,Killed Or Seriously Injured
S08000031,2012,Count,People,355,All,All,Killed Or Seriously Injured
S08000031,2005,Count,People,511,All,All,Killed Or Seriously Injured
S12000050,2002,Count,People,155,All,All,Killed Or Seriously Injured
S12000050,2001,Count,People,180,All,All,Killed Or Seriously Injured
S12000050,2005,Count,People,112,All,All,Killed Or Seriously Injured
S12000050,2009,Count,People,104,All,All,Killed Or Seriously Injured
S12000050,2003,Count,People,161,All,All,Killed Or Seriously Injured
S12000050,2000,Count,People,247,All,All,Killed Or Seriously Injured
S12000050,1997,Count,People,248,All,All,Killed Or Seriously Injured
S12000050,1999,Count,People,217,All,All,Killed Or Seriously Injured
S12000050,2004,Count,People,117,All,All,Killed Or Seriously Injured
S12000050,1998,Count,People,248,All,All,Killed Or Seriously Injured
S12000050,2011,Count,People,70,All,All,Killed Or Seriously Injured
S12000050,2014,Count,People,77,All,All,Killed Or Seriously Injured
S12000050,2013,Count,People,78,All,All,Killed Or Seriously Injured
S92000003,2017,Count,People,1735,All,All,Killed Or Seriously Injured
S12000050,1996,Count,People,244,All,All,Killed Or Seriously Injured
S12000050,2007,Count,People,133,All,All,Killed Or Seriously Injured
S12000050,2010,Count,People,79,All,All,Killed Or Seriously Injured
S12000050,2012,Count,People,78,All,All,Killed Or Seriously Injured
S12000050,2008,Count,People,111,All,All,Killed Or Seriously Injured
S08000019,2008,Count,People,181,All,All,Killed Or Seriously Injured
S08000020,2008,Count,People,449,All,All,Killed Or Seriously Injured
S08000024,2008,Count,People,339,All,All,Killed Or Seriously Injured
S08000028,2008,Count,People,16,All,All,Killed Or Seriously Injured
S08000026,2008,Count,People,5,All,All,Killed Or Seriously Injured
S08000022,2006,Count,People,277,All,All,Killed Or Seriously Injured
S08000024,2006,Count,People,405,All,All,Killed Or Seriously Injured
S08000016,2006,Count,People,89,All,All,Killed Or Seriously Injured
S08000022,2008,Count,People,270,All,All,Killed Or Seriously Injured
S08000020,2006,Count,People,282,All,All,Killed Or Seriously Injured
S12000045,2016,Count,People,14,All,All,Killed Or Seriously Injured
S12000036,2016,Count,People,177,All,All,Killed Or Seriously Injured
S12000042,2016,Count,People,30,All,All,Killed Or Seriously Injured
S12000034,2016,Count,People,159,All,All,Killed Or Seriously Injured
S12000038,2016,Count,People,54,All,All,Killed Or Seriously Injured
S08000016,2008,Count,People,99,All,All,Killed Or Seriously Injured
S08000025,2008,Count,People,9,All,All,Killed Or Seriously Injured
S08000015,2008,Count,People,184,All,All,Killed Or Seriously Injured
S08000017,2008,Count,People,115,All,All,Killed Or Seriously Injured
S08000024,2007,Count,People,364,All,All,Killed Or Seriously Injured
S08000028,2007,Count,People,11,All,All,Killed Or Seriously Injured
S08000022,2007,Count,People,256,All,All,Killed Or Seriously Injured
S08000016,2007,Count,People,99,All,All,Killed Or Seriously Injured
S08000015,2007,Count,People,157,All,All,Killed Or Seriously Injured
S08000031,2008,Count,People,550,All,All,Killed Or Seriously Injured
S08000031,2007,Count,People,465,All,All,Killed Or Seriously Injured
S08000026,2007,Count,People,11,All,All,Killed Or Seriously Injured
S08000025,2007,Count,People,2,All,All,Killed Or Seriously Injured
S08000026,2006,Count,People,12,All,All,Killed Or Seriously Injured
S08000017,2006,Count,People,171,All,All,Killed Or Seriously Injured
S08000025,2006,Count,People,11,All,All,Killed Or Seriously Injured
S08000015,2006,Count,People,194,All,All,Killed Or Seriously Injured
S08000019,2006,Count,People,164,All,All,Killed Or Seriously Injured
S08000020,2007,Count,People,302,All,All,Killed Or Seriously Injured
S08000019,2007,Count,People,150,All,All,Killed Or Seriously Injured
S08000028,2006,Count,People,8,All,All,Killed Or Seriously Injured
S08000017,2007,Count,People,172,All,All,Killed Or Seriously Injured
S12000014,2003,Count,People,93,All,All,Killed Or Seriously Injured
S12000010,2003,Count,People,32,All,All,Killed Or Seriously Injured
S12000013,2003,Count,People,19,All,All,Killed Or Seriously Injured
S12000018,2003,Count,People,44,All,All,Killed Or Seriously Injured
S12000011,2003,Count,People,36,All,All,Killed Or Seriously Injured
S12000021,2003,Count,People,77,All,All,Killed Or Seriously Injured
S12000028,2003,Count,People,96,All,All,Killed Or Seriously Injured
S12000020,2003,Count,People,55,All,All,Killed Or Seriously Injured
S12000027,2003,Count,People,7,All,All,Killed Or Seriously Injured
S12000029,2003,Count,People,167,All,All,Killed Or Seriously Injured
S12000041,2003,Count,People,78,All,All,Killed Or Seriously Injured
S12000034,2003,Count,People,196,All,All,Killed Or Seriously Injured
S12000040,2003,Count,People,65,All,All,Killed Or Seriously Injured
S12000030,2003,Count,People,124,All,All,Killed Or Seriously Injured
S12000035,2003,Count,People,137,All,All,Killed Or Seriously Injured
S12000017,2003,Count,People,230,All,All,Killed Or Seriously Injured
S12000019,2003,Count,People,42,All,All,Killed Or Seriously Injured
S12000045,2003,Count,People,45,All,All,Killed Or Seriously Injured
S12000042,2003,Count,People,69,All,All,Killed Or Seriously Injured
S12000023,2008,Count,People,9,All,All,Killed Or Seriously Injured
S12000023,2009,Count,People,6,All,All,Killed Or Seriously Injured
S12000023,2006,Count,People,11,All,All,Killed Or Seriously Injured
S12000020,2012,Count,People,47,All,All,Killed Or Seriously Injured
S12000023,2007,Count,People,2,All,All,Killed Or Seriously Injured
S12000021,2007,Count,People,55,All,All,Killed Or Seriously Injured
S12000021,2011,Count,People,43,All,All,Killed Or Seriously Injured
S12000021,2006,Count,People,68,All,All,Killed Or Seriously Injured
S12000021,2010,Count,People,30,All,All,Killed Or Seriously Injured
S12000021,2012,Count,People,38,All,All,Killed Or Seriously Injured
S12000020,2009,Count,People,45,All,All,Killed Or Seriously Injured
S12000020,2007,Count,People,44,All,All,Killed Or Seriously Injured
S12000020,2008,Count,People,54,All,All,Killed Or Seriously Injured
S12000026,2003,Count,People,116,All,All,Killed Or Seriously Injured
S12000023,2003,Count,People,9,All,All,Killed Or Seriously Injured
S12000020,2010,Count,People,39,All,All,Killed Or Seriously Injured
S12000020,2013,Count,People,48,All,All,Killed Or Seriously Injured
S12000020,2006,Count,People,47,All,All,Killed Or Seriously Injured
S12000020,2011,Count,People,28,All,All,Killed Or Seriously Injured
S12000030,2004,Count,People,120,All,All,Killed Or Seriously Injured
S12000033,2004,Count,People,87,All,All,Killed Or Seriously Injured
S12000042,2004,Count,People,72,All,All,Killed Or Seriously Injured
S12000029,2004,Count,People,153,All,All,Killed Or Seriously Injured
S12000028,2004,Count,People,70,All,All,Killed Or Seriously Injured
S12000041,2004,Count,People,136,All,All,Killed Or Seriously Injured
S12000038,2004,Count,People,84,All,All,Killed Or Seriously Injured
S12000040,2004,Count,People,78,All,All,Killed Or Seriously Injured
S12000045,2004,Count,People,33,All,All,Killed Or Seriously Injured
S12000039,2004,Count,People,47,All,All,Killed Or Seriously Injured
S12000029,2002,Count,People,190,All,All,Killed Or Seriously Injured
S12000026,2002,Count,People,126,All,All,Killed Or Seriously Injured
S12000028,2002,Count,People,106,All,All,Killed Or Seriously Injured
S12000033,2002,Count,People,69,All,All,Killed Or Seriously Injured
S12000027,2002,Count,People,14,All,All,Killed Or Seriously Injured
S12000036,2004,Count,People,169,All,All,Killed Or Seriously Injured
S12000035,2004,Count,People,111,All,All,Killed Or Seriously Injured
S12000005,2004,Count,People,24,All,All,Killed Or Seriously Injured
S12000034,2004,Count,People,182,All,All,Killed Or Seriously Injured
S12000021,2004,Count,People,89,All,All,Killed Or Seriously Injured
S12000018,2004,Count,People,32,All,All,Killed Or Seriously Injured
S12000020,2004,Count,People,55,All,All,Killed Or Seriously Injured
S12000026,2004,Count,People,105,All,All,Killed Or Seriously Injured
S12000019,2004,Count,People,23,All,All,Killed Or Seriously Injured
S12000038,2003,Count,People,113,All,All,Killed Or Seriously Injured
S12000033,2003,Count,People,79,All,All,Killed Or Seriously Injured
S12000036,2003,Count,People,173,All,All,Killed Or Seriously Injured
S12000039,2003,Count,People,49,All,All,Killed Or Seriously Injured
S12000008,2004,Count,People,95,All,All,Killed Or Seriously Injured
S12000014,2004,Count,People,68,All,All,Killed Or Seriously Injured
S12000006,2004,Count,People,105,All,All,Killed Or Seriously Injured
S12000013,2004,Count,People,24,All,All,Killed Or Seriously Injured
S12000017,2004,Count,People,226,All,All,Killed Or Seriously Injured
S12000023,2004,Count,People,9,All,All,Killed Or Seriously Injured
S12000027,2004,Count,People,7,All,All,Killed Or Seriously Injured
S12000011,2004,Count,People,32,All,All,Killed Or Seriously Injured
S12000010,2004,Count,People,44,All,All,Killed Or Seriously Injured
S12000027,2010,Count,People,4,All,All,Killed Or Seriously Injured
S12000027,2011,Count,People,5,All,All,Killed Or Seriously Injured
S12000027,2006,Count,People,12,All,All,Killed Or Seriously Injured
S12000023,2012,Count,People,16,All,All,Killed Or Seriously Injured
S12000027,2009,Count,People,5,All,All,Killed Or Seriously Injured
S12000027,2012,Count,People,7,All,All,Killed Or Seriously Injured
S12000027,2013,Count,People,5,All,All,Killed Or Seriously Injured
S12000006,2011,Count,People,93,All,All,Killed Or Seriously Injured
S12000027,2008,Count,People,5,All,All,Killed Or Seriously Injured
S12000027,2007,Count,People,11,All,All,Killed Or Seriously Injured
S12000026,2008,Count,People,100,All,All,Killed Or Seriously Injured
