FeatureCode,DateCode,Measurement,Units,Value,Gender,Age,Outcome
S12000050,2005,Count,People,30,Female,All,Killed Or Seriously Injured
S12000014,2004,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S12000050,2016,Count,People,23,Female,All,Killed Or Seriously Injured
S12000034,2004,Count,People,19,Female,20-39 years,Killed Or Seriously Injured
S12000013,2004,Count,People,3,Female,40-59 years,Killed Or Seriously Injured
S12000050,2017,Count,People,33,Female,All,Killed Or Seriously Injured
S12000049,1998,Count,People,203,Female,All,Killed Or Seriously Injured
S12000014,2004,Count,People,3,Female,40-59 years,Killed Or Seriously Injured
S12000014,2004,Count,People,10,Female,20-39 years,Killed Or Seriously Injured
S08000030,2005,Count,People,26,Female,40-59 years,Killed Or Seriously Injured
S08000029,2005,Count,People,11,Female,40-59 years,Killed Or Seriously Injured
S12000034,1996,Count,People,9,Female,60 years and over,Killed Or Seriously Injured
S12000030,1996,Count,People,14,Female,60 years and over,Killed Or Seriously Injured
S12000033,1996,Count,People,16,Female,60 years and over,Killed Or Seriously Injured
S12000035,1996,Count,People,21,Female,60 years and over,Killed Or Seriously Injured
S08000030,2005,Count,People,25,Female,0-19 years,Killed Or Seriously Injured
S12000050,1996,Count,People,15,Female,60 years and over,Killed Or Seriously Injured
S12000049,1996,Count,People,55,Female,60 years and over,Killed Or Seriously Injured
S12000048,1996,Count,People,15,Female,60 years and over,Killed Or Seriously Injured
S12000047,1996,Count,People,27,Female,60 years and over,Killed Or Seriously Injured
S12000011,2004,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S12000011,2004,Count,People,5,Female,20-39 years,Killed Or Seriously Injured
S12000038,1996,Count,People,7,Female,60 years and over,Killed Or Seriously Injured
S12000013,2004,Count,People,3,Female,20-39 years,Killed Or Seriously Injured
S12000013,2004,Count,People,3,Female,0-19 years,Killed Or Seriously Injured
S12000049,1996,Count,People,165,Female,All,Killed Or Seriously Injured
S12000039,1996,Count,People,4,Female,60 years and over,Killed Or Seriously Injured
S12000049,2014,Count,People,81,Female,All,Killed Or Seriously Injured
S12000036,1996,Count,People,24,Female,60 years and over,Killed Or Seriously Injured
S12000040,1996,Count,People,4,Female,60 years and over,Killed Or Seriously Injured
S12000041,2018,Count,People,13,Female,All,Killed Or Seriously Injured
S12000047,2018,Count,People,41,Female,All,Killed Or Seriously Injured
S12000048,2009,Count,People,46,Female,All,Killed Or Seriously Injured
S12000047,2016,Count,People,31,Female,All,Killed Or Seriously Injured
S12000047,2015,Count,People,29,Female,All,Killed Or Seriously Injured
S12000045,2018,Count,People,4,Female,All,Killed Or Seriously Injured
S12000048,2008,Count,People,43,Female,All,Killed Or Seriously Injured
S12000048,2007,Count,People,42,Female,All,Killed Or Seriously Injured
S12000030,2018,Count,People,16,Female,All,Killed Or Seriously Injured
S12000042,2018,Count,People,5,Female,All,Killed Or Seriously Injured
S12000048,2010,Count,People,32,Female,All,Killed Or Seriously Injured
S12000019,2004,Count,People,0,Female,40-59 years,Killed Or Seriously Injured
S12000020,2004,Count,People,4,Female,20-39 years,Killed Or Seriously Injured
S08000030,2016,Count,People,55,Female,All,Killed Or Seriously Injured
S12000013,2018,Count,People,2,Female,All,Killed Or Seriously Injured
S12000020,2004,Count,People,3,Female,0-19 years,Killed Or Seriously Injured
S12000020,2004,Count,People,2,Female,40-59 years,Killed Or Seriously Injured
S12000039,2018,Count,People,8,Female,All,Killed Or Seriously Injured
S12000038,2018,Count,People,10,Female,All,Killed Or Seriously Injured
S12000048,2006,Count,People,47,Female,All,Killed Or Seriously Injured
S12000019,2004,Count,People,0,Female,20-39 years,Killed Or Seriously Injured
S12000040,2018,Count,People,20,Female,All,Killed Or Seriously Injured
S12000047,2005,Count,People,63,Female,All,Killed Or Seriously Injured
S12000033,2018,Count,People,20,Female,All,Killed Or Seriously Injured
S12000047,2002,Count,People,86,Female,All,Killed Or Seriously Injured
S12000047,1998,Count,People,72,Female,All,Killed Or Seriously Injured
S12000047,1997,Count,People,114,Female,All,Killed Or Seriously Injured
S12000047,2004,Count,People,74,Female,All,Killed Or Seriously Injured
S12000035,1997,Count,People,20,Female,20-39 years,Killed Or Seriously Injured
S12000034,2018,Count,People,53,Female,All,Killed Or Seriously Injured
S12000048,2016,Count,People,30,Female,All,Killed Or Seriously Injured
S12000047,2003,Count,People,71,Female,All,Killed Or Seriously Injured
S12000048,2015,Count,People,15,Female,All,Killed Or Seriously Injured
S12000028,2018,Count,People,10,Female,All,Killed Or Seriously Injured
S12000048,2011,Count,People,34,Female,All,Killed Or Seriously Injured
S12000047,2000,Count,People,87,Female,All,Killed Or Seriously Injured
S12000048,2012,Count,People,42,Female,All,Killed Or Seriously Injured
S12000048,2013,Count,People,39,Female,All,Killed Or Seriously Injured
S12000047,2001,Count,People,72,Female,All,Killed Or Seriously Injured
S12000035,2018,Count,People,14,Female,All,Killed Or Seriously Injured
S12000036,2018,Count,People,55,Female,All,Killed Or Seriously Injured
S12000047,1999,Count,People,71,Female,All,Killed Or Seriously Injured
S12000029,2018,Count,People,26,Female,All,Killed Or Seriously Injured
S12000020,2018,Count,People,12,Female,All,Killed Or Seriously Injured
S12000008,2017,Count,People,12,Female,All,Killed Or Seriously Injured
S12000006,2017,Count,People,22,Female,All,Killed Or Seriously Injured
S08000029,2016,Count,People,31,Female,All,Killed Or Seriously Injured
S12000023,2004,Count,People,1,Female,20-39 years,Killed Or Seriously Injured
S12000023,2004,Count,People,0,Female,0-19 years,Killed Or Seriously Injured
S12000010,2017,Count,People,9,Female,All,Killed Or Seriously Injured
S12000011,2017,Count,People,5,Female,All,Killed Or Seriously Injured
S12000026,2018,Count,People,17,Female,All,Killed Or Seriously Injured
S12000018,2018,Count,People,4,Female,All,Killed Or Seriously Injured
S12000019,2018,Count,People,7,Female,All,Killed Or Seriously Injured
S08000026,2018,Count,People,1,Female,All,Killed Or Seriously Injured
S12000023,2004,Count,People,2,Female,40-59 years,Killed Or Seriously Injured
S08000028,2018,Count,People,2,Female,All,Killed Or Seriously Injured
S08000019,2018,Count,People,43,Female,All,Killed Or Seriously Injured
S08000020,2018,Count,People,85,Female,All,Killed Or Seriously Injured
S08000029,2015,Count,People,29,Female,All,Killed Or Seriously Injured
S08000025,2018,Count,People,2,Female,All,Killed Or Seriously Injured
S08000029,2014,Count,People,27,Female,All,Killed Or Seriously Injured
S08000024,2018,Count,People,95,Female,All,Killed Or Seriously Injured
S08000030,2005,Count,People,104,Female,All,Killed Or Seriously Injured
S12000013,2017,Count,People,3,Female,All,Killed Or Seriously Injured
S12000014,2017,Count,People,18,Female,All,Killed Or Seriously Injured
S12000011,2018,Count,People,3,Female,All,Killed Or Seriously Injured
S12000014,2018,Count,People,20,Female,All,Killed Or Seriously Injured
S12000021,2017,Count,People,14,Female,All,Killed Or Seriously Injured
S12000017,2018,Count,People,38,Female,All,Killed Or Seriously Injured
S12000018,2004,Count,People,3,Female,40-59 years,Killed Or Seriously Injured
S12000018,2004,Count,People,4,Female,0-19 years,Killed Or Seriously Injured
S12000018,2004,Count,People,3,Female,20-39 years,Killed Or Seriously Injured
S12000018,2017,Count,People,3,Female,All,Killed Or Seriously Injured
S12000017,2017,Count,People,21,Female,All,Killed Or Seriously Injured
S12000023,2018,Count,People,1,Female,All,Killed Or Seriously Injured
S12000021,2018,Count,People,12,Female,All,Killed Or Seriously Injured
S12000005,2017,Count,People,3,Female,All,Killed Or Seriously Injured
S12000027,2018,Count,People,1,Female,All,Killed Or Seriously Injured
S12000019,2004,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S12000008,2018,Count,People,17,Female,All,Killed Or Seriously Injured
S12000006,2018,Count,People,32,Female,All,Killed Or Seriously Injured
S12000019,2017,Count,People,14,Female,All,Killed Or Seriously Injured
S12000010,2018,Count,People,15,Female,All,Killed Or Seriously Injured
S12000020,2017,Count,People,17,Female,All,Killed Or Seriously Injured
S12000036,2016,Count,People,64,Female,All,Killed Or Seriously Injured
S12000038,2016,Count,People,21,Female,All,Killed Or Seriously Injured
S12000030,2003,Count,People,7,Female,0-19 years,Killed Or Seriously Injured
S12000034,2003,Count,People,13,Female,0-19 years,Killed Or Seriously Injured
S12000033,2003,Count,People,4,Female,20-39 years,Killed Or Seriously Injured
S12000034,2003,Count,People,21,Female,20-39 years,Killed Or Seriously Injured
S12000030,2003,Count,People,14,Female,20-39 years,Killed Or Seriously Injured
S12000033,2016,Count,People,21,Female,All,Killed Or Seriously Injured
S08000019,2015,Count,People,51,Female,All,Killed Or Seriously Injured
S12000030,2016,Count,People,17,Female,All,Killed Or Seriously Injured
S12000029,2016,Count,People,30,Female,All,Killed Or Seriously Injured
S12000006,2004,Count,People,8,Female,0-19 years,Killed Or Seriously Injured
S12000019,2016,Count,People,16,Female,All,Killed Or Seriously Injured
S12000023,2016,Count,People,1,Female,All,Killed Or Seriously Injured
S12000020,2016,Count,People,20,Female,All,Killed Or Seriously Injured
S12000006,2004,Count,People,9,Female,20-39 years,Killed Or Seriously Injured
S12000006,2004,Count,People,15,Female,40-59 years,Killed Or Seriously Injured
S12000033,2003,Count,People,2,Female,40-59 years,Killed Or Seriously Injured
S12000034,2016,Count,People,59,Female,All,Killed Or Seriously Injured
S12000033,2003,Count,People,11,Female,0-19 years,Killed Or Seriously Injured
S12000021,2016,Count,People,13,Female,All,Killed Or Seriously Injured
S12000035,2016,Count,People,18,Female,All,Killed Or Seriously Injured
S12000027,2003,Count,People,1,Female,20-39 years,Killed Or Seriously Injured
S08000026,2012,Count,People,4,Female,All,Killed Or Seriously Injured
S08000024,2015,Count,People,94,Female,All,Killed Or Seriously Injured
S08000025,2012,Count,People,3,Female,All,Killed Or Seriously Injured
S08000028,2012,Count,People,3,Female,All,Killed Or Seriously Injured
S12000027,2003,Count,People,0,Female,40-59 years,Killed Or Seriously Injured
S08000026,2015,Count,People,3,Female,All,Killed Or Seriously Injured
S08000028,2011,Count,People,3,Female,All,Killed Or Seriously Injured
S08000024,2011,Count,People,107,Female,All,Killed Or Seriously Injured
S08000025,2015,Count,People,1,Female,All,Killed Or Seriously Injured
S08000022,2015,Count,People,42,Female,All,Killed Or Seriously Injured
S08000024,2012,Count,People,104,Female,All,Killed Or Seriously Injured
S08000022,2012,Count,People,63,Female,All,Killed Or Seriously Injured
S08000020,2012,Count,People,123,Female,All,Killed Or Seriously Injured
S08000017,2015,Count,People,24,Female,All,Killed Or Seriously Injured
S08000020,2015,Count,People,100,Female,All,Killed Or Seriously Injured
S12000028,2003,Count,People,7,Female,0-19 years,Killed Or Seriously Injured
S12000028,2003,Count,People,12,Female,20-39 years,Killed Or Seriously Injured
S08000028,2015,Count,People,2,Female,All,Killed Or Seriously Injured
S08000016,2015,Count,People,23,Female,All,Killed Or Seriously Injured
S08000015,2015,Count,People,50,Female,All,Killed Or Seriously Injured
S12000011,1997,Count,People,3,Female,0-19 years,Killed Or Seriously Injured
S12000011,1997,Count,People,2,Female,40-59 years,Killed Or Seriously Injured
S12000047,2003,Count,People,19,Female,0-19 years,Killed Or Seriously Injured
S12000050,2003,Count,People,14,Female,20-39 years,Killed Or Seriously Injured
S12000011,1997,Count,People,5,Female,20-39 years,Killed Or Seriously Injured
S12000050,2003,Count,People,18,Female,0-19 years,Killed Or Seriously Injured
S92000003,2016,Count,People,645,Female,All,Killed Or Seriously Injured
S12000013,1997,Count,People,2,Female,40-59 years,Killed Or Seriously Injured
S12000045,2003,Count,People,6,Female,0-19 years,Killed Or Seriously Injured
S12000045,2016,Count,People,7,Female,All,Killed Or Seriously Injured
S12000042,2016,Count,People,11,Female,All,Killed Or Seriously Injured
S12000018,1997,Count,People,6,Female,0-19 years,Killed Or Seriously Injured
S12000041,2015,Count,People,7,Female,All,Killed Or Seriously Injured
S12000017,1997,Count,People,40,Female,20-39 years,Killed Or Seriously Injured
S12000014,1997,Count,People,5,Female,40-59 years,Killed Or Seriously Injured
S12000042,2015,Count,People,11,Female,All,Killed Or Seriously Injured
S12000014,1997,Count,People,7,Female,20-39 years,Killed Or Seriously Injured
S12000050,2003,Count,People,15,Female,40-59 years,Killed Or Seriously Injured
S12000049,2003,Count,People,29,Female,0-19 years,Killed Or Seriously Injured
S12000017,1997,Count,People,30,Female,40-59 years,Killed Or Seriously Injured
S12000017,1997,Count,People,31,Female,0-19 years,Killed Or Seriously Injured
S12000045,2015,Count,People,4,Female,All,Killed Or Seriously Injured
S12000047,2003,Count,People,12,Female,40-59 years,Killed Or Seriously Injured
S12000048,2003,Count,People,11,Female,20-39 years,Killed Or Seriously Injured
S12000008,2004,Count,People,5,Female,40-59 years,Killed Or Seriously Injured
S12000008,2004,Count,People,10,Female,20-39 years,Killed Or Seriously Injured
S12000048,2003,Count,People,14,Female,0-19 years,Killed Or Seriously Injured
S12000048,2003,Count,People,15,Female,40-59 years,Killed Or Seriously Injured
S12000026,2016,Count,People,27,Female,All,Killed Or Seriously Injured
S12000027,2016,Count,People,1,Female,All,Killed Or Seriously Injured
S12000028,2016,Count,People,21,Female,All,Killed Or Seriously Injured
S12000047,2003,Count,People,19,Female,20-39 years,Killed Or Seriously Injured
S12000005,2004,Count,People,1,Female,40-59 years,Killed Or Seriously Injured
S12000013,1997,Count,People,6,Female,20-39 years,Killed Or Seriously Injured
S12000041,2016,Count,People,14,Female,All,Killed Or Seriously Injured
S08000015,2005,Count,People,66,Female,All,Killed Or Seriously Injured
S12000040,2016,Count,People,18,Female,All,Killed Or Seriously Injured
S12000039,2016,Count,People,13,Female,All,Killed Or Seriously Injured
S08000016,2005,Count,People,44,Female,All,Killed Or Seriously Injured
S12000045,2003,Count,People,1,Female,40-59 years,Killed Or Seriously Injured
S12000045,2003,Count,People,4,Female,20-39 years,Killed Or Seriously Injured
S12000013,1997,Count,People,4,Female,0-19 years,Killed Or Seriously Injured
S12000008,2004,Count,People,10,Female,0-19 years,Killed Or Seriously Injured
S12000026,2003,Count,People,12,Female,20-39 years,Killed Or Seriously Injured
S12000035,2003,Count,People,13,Female,0-19 years,Killed Or Seriously Injured
S08000020,2016,Count,People,100,Female,All,Killed Or Seriously Injured
S08000016,2016,Count,People,27,Female,All,Killed Or Seriously Injured
S08000022,2009,Count,People,73,Female,All,Killed Or Seriously Injured
S08000028,2009,Count,People,1,Female,All,Killed Or Seriously Injured
S08000016,2011,Count,People,21,Female,All,Killed Or Seriously Injured
S08000026,2009,Count,People,1,Female,All,Killed Or Seriously Injured
S08000017,2011,Count,People,38,Female,All,Killed Or Seriously Injured
S08000019,2016,Count,People,34,Female,All,Killed Or Seriously Injured
S08000025,2009,Count,People,3,Female,All,Killed Or Seriously Injured
S08000016,2010,Count,People,32,Female,All,Killed Or Seriously Injured
S12000034,2003,Count,People,13,Female,40-59 years,Killed Or Seriously Injured
S12000035,2003,Count,People,9,Female,20-39 years,Killed Or Seriously Injured
S12000036,2003,Count,People,21,Female,40-59 years,Killed Or Seriously Injured
S12000036,2003,Count,People,16,Female,20-39 years,Killed Or Seriously Injured
S12000023,2003,Count,People,0,Female,0-19 years,Killed Or Seriously Injured
S08000024,2009,Count,People,104,Female,All,Killed Or Seriously Injured
S08000017,2016,Count,People,26,Female,All,Killed Or Seriously Injured
S08000020,2009,Count,People,125,Female,All,Killed Or Seriously Injured
S12000035,2003,Count,People,12,Female,40-59 years,Killed Or Seriously Injured
S08000015,2010,Count,People,55,Female,All,Killed Or Seriously Injured
S08000025,2016,Count,People,1,Female,All,Killed Or Seriously Injured
S08000022,2010,Count,People,66,Female,All,Killed Or Seriously Injured
S08000024,2016,Count,People,109,Female,All,Killed Or Seriously Injured
S08000020,2010,Count,People,123,Female,All,Killed Or Seriously Injured
S12000026,2003,Count,People,19,Female,40-59 years,Killed Or Seriously Injured
S08000022,2016,Count,People,57,Female,All,Killed Or Seriously Injured
S08000026,2010,Count,People,2,Female,All,Killed Or Seriously Injured
S08000024,2010,Count,People,96,Female,All,Killed Or Seriously Injured
S08000019,2010,Count,People,37,Female,All,Killed Or Seriously Injured
S08000017,2010,Count,People,24,Female,All,Killed Or Seriously Injured
S08000025,2010,Count,People,2,Female,All,Killed Or Seriously Injured
S08000015,2011,Count,People,40,Female,All,Killed Or Seriously Injured
S08000015,2016,Count,People,46,Female,All,Killed Or Seriously Injured
S08000022,2011,Count,People,58,Female,All,Killed Or Seriously Injured
S12000027,2003,Count,People,0,Female,0-19 years,Killed Or Seriously Injured
S08000028,2010,Count,People,3,Female,All,Killed Or Seriously Injured
S12000026,2003,Count,People,8,Female,0-19 years,Killed Or Seriously Injured
S08000026,2016,Count,People,1,Female,All,Killed Or Seriously Injured
S08000020,2011,Count,People,114,Female,All,Killed Or Seriously Injured
S08000028,2016,Count,People,2,Female,All,Killed Or Seriously Injured
S08000019,2011,Count,People,43,Female,All,Killed Or Seriously Injured
S12000029,2003,Count,People,12,Female,20-39 years,Killed Or Seriously Injured
S08000025,2013,Count,People,1,Female,All,Killed Or Seriously Injured
S08000026,2013,Count,People,3,Female,All,Killed Or Seriously Injured
S08000017,2014,Count,People,15,Female,All,Killed Or Seriously Injured
S08000016,2012,Count,People,25,Female,All,Killed Or Seriously Injured
S12000030,2003,Count,People,20,Female,40-59 years,Killed Or Seriously Injured
S12000028,2003,Count,People,8,Female,40-59 years,Killed Or Seriously Injured
S12000036,2003,Count,People,15,Female,0-19 years,Killed Or Seriously Injured
S08000025,2014,Count,People,2,Female,All,Killed Or Seriously Injured
S12000029,2003,Count,People,13,Female,0-19 years,Killed Or Seriously Injured
S12000029,2003,Count,People,10,Female,40-59 years,Killed Or Seriously Injured
S08000019,2012,Count,People,37,Female,All,Killed Or Seriously Injured
S08000017,2012,Count,People,38,Female,All,Killed Or Seriously Injured
S08000019,2014,Count,People,35,Female,All,Killed Or Seriously Injured
S08000026,2011,Count,People,3,Female,All,Killed Or Seriously Injured
S08000020,2014,Count,People,112,Female,All,Killed Or Seriously Injured
S08000015,2012,Count,People,35,Female,All,Killed Or Seriously Injured
S08000016,2014,Count,People,19,Female,All,Killed Or Seriously Injured
S08000015,2014,Count,People,57,Female,All,Killed Or Seriously Injured
S08000024,2014,Count,People,98,Female,All,Killed Or Seriously Injured
S08000022,2014,Count,People,44,Female,All,Killed Or Seriously Injured
S12000023,2003,Count,People,0,Female,20-39 years,Killed Or Seriously Injured
S08000015,2013,Count,People,31,Female,All,Killed Or Seriously Injured
S08000016,2013,Count,People,27,Female,All,Killed Or Seriously Injured
S12000047,2007,Count,People,34,Female,All,Killed Or Seriously Injured
S12000047,2006,Count,People,61,Female,All,Killed Or Seriously Injured
S08000019,2013,Count,People,46,Female,All,Killed Or Seriously Injured
S12000047,1996,Count,People,91,Female,All,Killed Or Seriously Injured
S08000020,2013,Count,People,116,Female,All,Killed Or Seriously Injured
S08000022,2013,Count,People,51,Female,All,Killed Or Seriously Injured
S12000047,2014,Count,People,38,Female,All,Killed Or Seriously Injured
S08000024,2013,Count,People,89,Female,All,Killed Or Seriously Injured
S12000047,2011,Count,People,36,Female,All,Killed Or Seriously Injured
S12000047,2010,Count,People,49,Female,All,Killed Or Seriously Injured
S12000047,2008,Count,People,41,Female,All,Killed Or Seriously Injured
S08000028,2014,Count,People,1,Female,All,Killed Or Seriously Injured
S08000026,2014,Count,People,12,Female,All,Killed Or Seriously Injured
S12000023,2003,Count,People,0,Female,40-59 years,Killed Or Seriously Injured
S12000047,2012,Count,People,38,Female,All,Killed Or Seriously Injured
S08000017,2013,Count,People,24,Female,All,Killed Or Seriously Injured
S12000047,2009,Count,People,45,Female,All,Killed Or Seriously Injured
S12000047,2013,Count,People,34,Female,All,Killed Or Seriously Injured
S12000049,1996,Count,People,58,Female,0-19 years,Killed Or Seriously Injured
S12000049,1996,Count,People,31,Female,20-39 years,Killed Or Seriously Injured
S12000049,1996,Count,People,21,Female,40-59 years,Killed Or Seriously Injured
S08000017,2006,Count,People,59,Female,All,Killed Or Seriously Injured
S08000019,2006,Count,People,64,Female,All,Killed Or Seriously Injured
S08000020,2006,Count,People,74,Female,All,Killed Or Seriously Injured
S12000050,1996,Count,People,37,Female,20-39 years,Killed Or Seriously Injured
S12000047,2004,Count,People,17,Female,40-59 years,Killed Or Seriously Injured
S12000049,2004,Count,People,24,Female,20-39 years,Killed Or Seriously Injured
S12000047,2004,Count,People,19,Female,0-19 years,Killed Or Seriously Injured
S12000050,1996,Count,People,18,Female,40-59 years,Killed Or Seriously Injured
S08000030,2017,Count,People,55,Female,All,Killed Or Seriously Injured
S08000025,2007,Count,People,0,Female,All,Killed Or Seriously Injured
S08000024,2006,Count,People,141,Female,All,Killed Or Seriously Injured
S92000003,2003,Count,People,275,Female,0-19 years,Killed Or Seriously Injured
S92000003,1996,Count,People,421,Female,0-19 years,Killed Or Seriously Injured
S08000025,2005,Count,People,0,Female,All,Killed Or Seriously Injured
S08000025,2006,Count,People,6,Female,All,Killed Or Seriously Injured
S08000026,2006,Count,People,3,Female,All,Killed Or Seriously Injured
S12000050,1996,Count,People,29,Female,0-19 years,Killed Or Seriously Injured
S08000022,2006,Count,People,92,Female,All,Killed Or Seriously Injured
S92000003,2003,Count,People,253,Female,40-59 years,Killed Or Seriously Injured
S12000041,1996,Count,People,23,Female,20-39 years,Killed Or Seriously Injured
S08000026,2005,Count,People,7,Female,All,Killed Or Seriously Injured
S12000041,1996,Count,People,13,Female,0-19 years,Killed Or Seriously Injured
S12000039,1996,Count,People,4,Female,40-59 years,Killed Or Seriously Injured
S12000039,1996,Count,People,10,Female,20-39 years,Killed Or Seriously Injured
S08000028,2005,Count,People,8,Female,All,Killed Or Seriously Injured
S12000040,1996,Count,People,6,Female,20-39 years,Killed Or Seriously Injured
S08000017,2005,Count,People,56,Female,All,Killed Or Seriously Injured
S08000022,2005,Count,People,86,Female,All,Killed Or Seriously Injured
S12000040,1996,Count,People,4,Female,40-59 years,Killed Or Seriously Injured
S08000019,2005,Count,People,76,Female,All,Killed Or Seriously Injured
S12000049,2004,Count,People,21,Female,0-19 years,Killed Or Seriously Injured
S12000005,2004,Count,People,5,Female,0-19 years,Killed Or Seriously Injured
S12000005,2004,Count,People,3,Female,20-39 years,Killed Or Seriously Injured
S92000003,2003,Count,People,324,Female,20-39 years,Killed Or Seriously Injured
S08000015,2007,Count,People,53,Female,All,Killed Or Seriously Injured
S12000040,1996,Count,People,3,Female,0-19 years,Killed Or Seriously Injured
S12000048,2004,Count,People,15,Female,40-59 years,Killed Or Seriously Injured
S08000024,2005,Count,People,137,Female,All,Killed Or Seriously Injured
S12000049,2004,Count,People,12,Female,40-59 years,Killed Or Seriously Injured
S08000028,2006,Count,People,2,Female,All,Killed Or Seriously Injured
S08000031,2007,Count,People,158,Female,All,Killed Or Seriously Injured
S08000031,2010,Count,People,143,Female,All,Killed Or Seriously Injured
S08000031,2006,Count,People,229,Female,All,Killed Or Seriously Injured
S08000031,2009,Count,People,151,Female,All,Killed Or Seriously Injured
S12000047,1997,Count,People,29,Female,40-59 years,Killed Or Seriously Injured
S08000031,2011,Count,People,119,Female,All,Killed Or Seriously Injured
S12000047,2004,Count,People,23,Female,20-39 years,Killed Or Seriously Injured
S08000031,2008,Count,People,191,Female,All,Killed Or Seriously Injured
S12000047,1997,Count,People,26,Female,0-19 years,Killed Or Seriously Injured
S12000048,2004,Count,People,9,Female,0-19 years,Killed Or Seriously Injured
S12000047,1997,Count,People,38,Female,20-39 years,Killed Or Seriously Injured
S12000049,1997,Count,People,22,Female,40-59 years,Killed Or Seriously Injured
S12000049,1997,Count,People,55,Female,0-19 years,Killed Or Seriously Injured
S12000045,1997,Count,People,6,Female,20-39 years,Killed Or Seriously Injured
S12000027,2014,Count,People,0,Female,All,Killed Or Seriously Injured
S12000049,1997,Count,People,52,Female,20-39 years,Killed Or Seriously Injured
S12000048,2004,Count,People,23,Female,20-39 years,Killed Or Seriously Injured
S12000045,1997,Count,People,5,Female,40-59 years,Killed Or Seriously Injured
S12000045,1997,Count,People,8,Female,0-19 years,Killed Or Seriously Injured
S12000023,2011,Count,People,0,Female,All,Killed Or Seriously Injured
S12000013,2013,Count,People,0,Female,All,Killed Or Seriously Injured
S08000025,2011,Count,People,0,Female,All,Killed Or Seriously Injured
S08000028,2013,Count,People,0,Female,All,Killed Or Seriously Injured
S92000003,1996,Count,People,296,Female,40-59 years,Killed Or Seriously Injured
S08000022,2017,Count,People,42,Female,All,Killed Or Seriously Injured
S92000003,1997,Count,People,527,Female,20-39 years,Killed Or Seriously Injured
S08000020,2017,Count,People,77,Female,All,Killed Or Seriously Injured
S08000029,2017,Count,People,35,Female,All,Killed Or Seriously Injured
S12000023,2003,Count,People,0,Female,All,Killed Or Seriously Injured
S92000003,1996,Count,People,505,Female,20-39 years,Killed Or Seriously Injured
S12000023,2005,Count,People,0,Female,All,Killed Or Seriously Injured
S12000023,2007,Count,People,0,Female,All,Killed Or Seriously Injured
S12000050,1997,Count,People,12,Female,40-59 years,Killed Or Seriously Injured
S08000026,2017,Count,People,1,Female,All,Killed Or Seriously Injured
S12000050,1997,Count,People,30,Female,20-39 years,Killed Or Seriously Injured
S08000025,2017,Count,People,1,Female,All,Killed Or Seriously Injured
S08000024,2017,Count,People,97,Female,All,Killed Or Seriously Injured
S92000003,1997,Count,People,309,Female,40-59 years,Killed Or Seriously Injured
S08000019,2017,Count,People,45,Female,All,Killed Or Seriously Injured
S08000017,2017,Count,People,22,Female,All,Killed Or Seriously Injured
S92000003,1997,Count,People,404,Female,0-19 years,Killed Or Seriously Injured
S08000028,2017,Count,People,2,Female,All,Killed Or Seriously Injured
S12000038,2003,Count,People,12,Female,0-19 years,Killed Or Seriously Injured
S12000010,1997,Count,People,2,Female,40-59 years,Killed Or Seriously Injured
S12000010,1997,Count,People,8,Female,20-39 years,Killed Or Seriously Injured
S12000010,1997,Count,People,1,Female,0-19 years,Killed Or Seriously Injured
S08000028,2007,Count,People,3,Female,All,Killed Or Seriously Injured
S08000026,2007,Count,People,2,Female,All,Killed Or Seriously Injured
S12000008,1997,Count,People,14,Female,40-59 years,Killed Or Seriously Injured
S12000006,2016,Count,People,26,Female,All,Killed Or Seriously Injured
S12000038,2003,Count,People,17,Female,20-39 years,Killed Or Seriously Injured
S12000005,2016,Count,People,3,Female,All,Killed Or Seriously Injured
S12000038,2003,Count,People,5,Female,40-59 years,Killed Or Seriously Injured
S08000016,2007,Count,People,30,Female,All,Killed Or Seriously Injured
S12000045,1996,Count,People,5,Female,40-59 years,Killed Or Seriously Injured
S08000019,2007,Count,People,52,Female,All,Killed Or Seriously Injured
S08000024,2007,Count,People,111,Female,All,Killed Or Seriously Injured
S12000045,1996,Count,People,9,Female,20-39 years,Killed Or Seriously Injured
S08000017,2007,Count,People,50,Female,All,Killed Or Seriously Injured
S12000006,1997,Count,People,14,Female,40-59 years,Killed Or Seriously Injured
S12000008,1997,Count,People,16,Female,0-19 years,Killed Or Seriously Injured
S12000042,2003,Count,People,6,Female,0-19 years,Killed Or Seriously Injured
S12000045,1996,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S12000008,1997,Count,People,14,Female,20-39 years,Killed Or Seriously Injured
S12000011,2016,Count,People,2,Female,All,Killed Or Seriously Injured
S12000013,2016,Count,People,2,Female,All,Killed Or Seriously Injured
S12000005,1997,Count,People,5,Female,20-39 years,Killed Or Seriously Injured
S12000008,2016,Count,People,12,Female,All,Killed Or Seriously Injured
S12000006,1997,Count,People,16,Female,0-19 years,Killed Or Seriously Injured
S12000005,1997,Count,People,2,Female,40-59 years,Killed Or Seriously Injured
S12000014,1997,Count,People,12,Female,0-19 years,Killed Or Seriously Injured
S12000049,2003,Count,People,43,Female,20-39 years,Killed Or Seriously Injured
S12000049,2003,Count,People,20,Female,40-59 years,Killed Or Seriously Injured
S12000039,2003,Count,People,6,Female,40-59 years,Killed Or Seriously Injured
