area_code,reference_area,area_type,year,sector,energy_type,value,units
S12000027,Shetland Islands,Local Authority,2018,Domestic,Coal,7.9874067884,GWh
S12000027,Shetland Islands,Local Authority,2017,Domestic,Electricity,99.09923304,GWh
S12000027,Shetland Islands,Local Authority,2017,Domestic,Gas,0,GWh
S12000040,West Lothian,Local Authority,2007,Domestic,Electricity,316.4523,GWh
S12000047,Fife,Local Authority,2005,Domestic,Electricity,742.93603,GWh
S12000027,Shetland Islands,Local Authority,2017,Domestic,Petroleum Products,61.992366769,GWh
S12000027,Shetland Islands,Local Authority,2017,Domestic,Manufactured Fuels,4.4019026417,GWh
S12000028,South Ayrshire,Local Authority,2005,Domestic,Electricity,249.24253,GWh
S12000047,Fife,Local Authority,2005,Domestic,Manufactured Fuels,17.354533265,GWh
S12000028,South Ayrshire,Local Authority,2005,Domestic,Coal,11.025311501,GWh
S12000047,Fife,Local Authority,2005,Domestic,Petroleum Products,126.7443586,GWh
S12000028,South Ayrshire,Local Authority,2005,Domestic,Petroleum Products,84.841262912,GWh
S12000028,South Ayrshire,Local Authority,2005,Domestic,Gas,898.42913,GWh
S12000028,South Ayrshire,Local Authority,2005,Domestic,Manufactured Fuels,6.9263124537,GWh
S12000027,Shetland Islands,Local Authority,2018,Domestic,Petroleum Products,62.196011616,GWh
S12000027,Shetland Islands,Local Authority,2018,Domestic,Gas,0,GWh
S12000027,Shetland Islands,Local Authority,2018,Domestic,Manufactured Fuels,4.4161761873,GWh
S12000028,South Ayrshire,Local Authority,2005,Domestic,Bioenergy & Wastes,11.251487496,GWh
S12000027,Shetland Islands,Local Authority,2015,Domestic,Electricity,102.4371059,GWh
S12000027,Shetland Islands,Local Authority,2015,Domestic,Coal,8.5173637449,GWh
S12000047,Fife,Local Authority,2005,Domestic,Coal,24.043469802,GWh
S12000027,Shetland Islands,Local Authority,2015,Domestic,Petroleum Products,63.615754868,GWh
S12000027,Shetland Islands,Local Authority,2015,Domestic,Gas,0,GWh
S12000027,Shetland Islands,Local Authority,2015,Domestic,Manufactured Fuels,4.1866042555,GWh
S12000027,Shetland Islands,Local Authority,2014,Domestic,Petroleum Products,63.248217177,GWh
S12000027,Shetland Islands,Local Authority,2014,Domestic,Gas,0,GWh
S12000027,Shetland Islands,Local Authority,2014,Domestic,Manufactured Fuels,4.4461572224,GWh
S12000027,Shetland Islands,Local Authority,2015,Domestic,Bioenergy & Wastes,12.953196726,GWh
S12000027,Shetland Islands,Local Authority,2016,Domestic,Petroleum Products,63.132832388,GWh
S12000027,Shetland Islands,Local Authority,2016,Domestic,Gas,0,GWh
S12000027,Shetland Islands,Local Authority,2016,Domestic,Manufactured Fuels,4.1727685795,GWh
S12000027,Shetland Islands,Local Authority,2017,Domestic,Bioenergy & Wastes,13.835848237,GWh
S12000027,Shetland Islands,Local Authority,2017,Domestic,Coal,8.2541042737,GWh
S12000040,West Lothian,Local Authority,2007,Domestic,Manufactured Fuels,7.0837457634,GWh
S12000027,Shetland Islands,Local Authority,2016,Domestic,Coal,8.4696905955,GWh
S12000040,West Lothian,Local Authority,2007,Domestic,Petroleum Products,33.031836126,GWh
S12000027,Shetland Islands,Local Authority,2016,Domestic,Bioenergy & Wastes,13.919098033,GWh
S12000040,West Lothian,Local Authority,2007,Domestic,Gas,1298.44298,GWh
S12000027,Shetland Islands,Local Authority,2016,Domestic,Electricity,99.87424503,GWh
S12000028,South Ayrshire,Local Authority,2009,Domestic,Electricity,230.89167139,GWh
S12000028,South Ayrshire,Local Authority,2009,Domestic,Coal,12.062082493,GWh
S12000047,Fife,Local Authority,2006,Domestic,Coal,21.686602142,GWh
S12000028,South Ayrshire,Local Authority,2009,Domestic,Petroleum Products,80.720022908,GWh
S12000028,South Ayrshire,Local Authority,2009,Domestic,Gas,763.57188786,GWh
S12000028,South Ayrshire,Local Authority,2009,Domestic,Manufactured Fuels,5.3699448231,GWh
S12000028,South Ayrshire,Local Authority,2008,Domestic,Petroleum Products,83.070076609,GWh
S12000028,South Ayrshire,Local Authority,2008,Domestic,Gas,827.32331,GWh
S12000028,South Ayrshire,Local Authority,2008,Domestic,Manufactured Fuels,7.1998041269,GWh
S12000028,South Ayrshire,Local Authority,2009,Domestic,Bioenergy & Wastes,15.403856707,GWh
S12000028,South Ayrshire,Local Authority,2010,Domestic,Petroleum Products,91.621693111,GWh
S12000028,South Ayrshire,Local Authority,2010,Domestic,Gas,740.26039783,GWh
S12000028,South Ayrshire,Local Authority,2010,Domestic,Manufactured Fuels,6.0359783969,GWh
S12000028,South Ayrshire,Local Authority,2011,Domestic,Bioenergy & Wastes,17.253676638,GWh
S12000028,South Ayrshire,Local Authority,2011,Domestic,Coal,12.438762679,GWh
S12000040,West Lothian,Local Authority,2005,Domestic,Manufactured Fuels,8.0978249276,GWh
S12000028,South Ayrshire,Local Authority,2010,Domestic,Coal,12.592415762,GWh
S12000040,West Lothian,Local Authority,2005,Domestic,Petroleum Products,35.441140141,GWh
S12000028,South Ayrshire,Local Authority,2010,Domestic,Bioenergy & Wastes,19.859801865,GWh
S12000040,West Lothian,Local Authority,2005,Domestic,Gas,1317.45803,GWh
S12000028,South Ayrshire,Local Authority,2010,Domestic,Electricity,230.30426787,GWh
S12000028,South Ayrshire,Local Authority,2006,Domestic,Manufactured Fuels,6.6260033613,GWh
S12000028,South Ayrshire,Local Authority,2006,Domestic,Electricity,243.55546,GWh
S12000028,South Ayrshire,Local Authority,2006,Domestic,Gas,871.05211,GWh
S12000028,South Ayrshire,Local Authority,2007,Domestic,Bioenergy & Wastes,11.914471219,GWh
S12000028,South Ayrshire,Local Authority,2006,Domestic,Petroleum Products,90.516458786,GWh
S12000028,South Ayrshire,Local Authority,2006,Domestic,Bioenergy & Wastes,11.751719836,GWh
S12000040,West Lothian,Local Authority,2006,Domestic,Manufactured Fuels,7.7240107113,GWh
S12000040,West Lothian,Local Authority,2006,Domestic,Petroleum Products,37.543144899,GWh
S12000040,West Lothian,Local Authority,2006,Domestic,Gas,1263.1343,GWh
S12000028,South Ayrshire,Local Authority,2006,Domestic,Coal,9.9355603465,GWh
S12000028,South Ayrshire,Local Authority,2008,Domestic,Bioenergy & Wastes,14.139537147,GWh
S12000047,Fife,Local Authority,2006,Domestic,Bioenergy & Wastes,39.946637543,GWh
S12000040,West Lothian,Local Authority,2006,Domestic,Coal,10.377002873,GWh
S12000040,West Lothian,Local Authority,2006,Domestic,Bioenergy & Wastes,17.795656618,GWh
S12000028,South Ayrshire,Local Authority,2008,Domestic,Electricity,233.78626,GWh
S12000028,South Ayrshire,Local Authority,2008,Domestic,Coal,12.051978931,GWh
S12000028,South Ayrshire,Local Authority,2007,Domestic,Electricity,240.70611,GWh
S12000028,South Ayrshire,Local Authority,2007,Domestic,Coal,11.388694968,GWh
S12000040,West Lothian,Local Authority,2006,Domestic,Electricity,316.6849,GWh
S12000028,South Ayrshire,Local Authority,2007,Domestic,Manufactured Fuels,6.0403861203,GWh
S12000028,South Ayrshire,Local Authority,2007,Domestic,Petroleum Products,77.7937023,GWh
S12000028,South Ayrshire,Local Authority,2007,Domestic,Gas,858.39867,GWh
S12000020,Moray,Local Authority,2017,Domestic,Manufactured Fuels,9.9674812191,GWh
S12000045,East Dunbartonshire,Local Authority,2006,Domestic,Gas,955.77666,GWh
S12000020,Moray,Local Authority,2017,Domestic,Electricity,185.8537283,GWh
S12000020,Moray,Local Authority,2017,Domestic,Gas,446.7160684,GWh
S12000041,Angus,Local Authority,2018,Domestic,Petroleum Products,120.45297531,GWh
S12000020,Moray,Local Authority,2018,Domestic,Bioenergy & Wastes,38.956538589,GWh
S12000020,Moray,Local Authority,2017,Domestic,Petroleum Products,133.02767637,GWh
S12000045,East Dunbartonshire,Local Authority,2006,Domestic,Manufactured Fuels,2.6744099234,GWh
S12000020,Moray,Local Authority,2016,Domestic,Petroleum Products,135.55136834,GWh
S12000042,Dundee City,Local Authority,2005,Domestic,Coal,3.4254193134,GWh
S12000020,Moray,Local Authority,2016,Domestic,Manufactured Fuels,9.4090272736,GWh
S12000042,Dundee City,Local Authority,2005,Domestic,Electricity,403.23536,GWh
S12000020,Moray,Local Authority,2017,Domestic,Coal,18.249165212,GWh
S12000042,Dundee City,Local Authority,2005,Domestic,Bioenergy & Wastes,13.664832588,GWh
S12000020,Moray,Local Authority,2017,Domestic,Bioenergy & Wastes,35.653689881,GWh
S12000045,East Dunbartonshire,Local Authority,2006,Domestic,Electricity,213.02671,GWh
S12000041,Angus,Local Authority,2018,Domestic,Coal,12.300681852,GWh
S12000021,North Ayrshire,Local Authority,2005,Domestic,Bioenergy & Wastes,13.453571474,GWh
S12000020,Moray,Local Authority,2018,Domestic,Petroleum Products,133.45185817,GWh
S12000045,East Dunbartonshire,Local Authority,2006,Domestic,Petroleum Products,10.973828666,GWh
S12000021,North Ayrshire,Local Authority,2005,Domestic,Electricity,302.77542,GWh
S12000021,North Ayrshire,Local Authority,2005,Domestic,Gas,1036.5819,GWh
S12000021,North Ayrshire,Local Authority,2005,Domestic,Coal,5.7836282029,GWh
S12000041,Angus,Local Authority,2018,Domestic,Bioenergy & Wastes,46.911602732,GWh
S12000041,Angus,Local Authority,2018,Domestic,Gas,578.3158808,GWh
S12000020,Moray,Local Authority,2018,Domestic,Electricity,181.1349953,GWh
S12000041,Angus,Local Authority,2018,Domestic,Manufactured Fuels,7.8938432989,GWh
S12000020,Moray,Local Authority,2018,Domestic,Coal,17.659356159,GWh
S12000020,Moray,Local Authority,2018,Domestic,Manufactured Fuels,10.019626499,GWh
S12000041,Angus,Local Authority,2018,Domestic,Electricity,232.5481209,GWh
S12000020,Moray,Local Authority,2018,Domestic,Gas,448.9150061,GWh
S12000020,Moray,Local Authority,2014,Domestic,Manufactured Fuels,9.9985613358,GWh
S12000042,Dundee City,Local Authority,2006,Domestic,Electricity,389.7213,GWh
S12000020,Moray,Local Authority,2014,Domestic,Electricity,197.7387389,GWh
S12000020,Moray,Local Authority,2014,Domestic,Gas,439.3437,GWh
S12000042,Dundee City,Local Authority,2006,Domestic,Coal,3.1013933015,GWh
S12000020,Moray,Local Authority,2015,Domestic,Bioenergy & Wastes,33.379179322,GWh
S12000020,Moray,Local Authority,2014,Domestic,Petroleum Products,135.70817354,GWh
S12000045,East Dunbartonshire,Local Authority,2005,Domestic,Petroleum Products,10.465153098,GWh
S12000042,Dundee City,Local Authority,2006,Domestic,Petroleum Products,6.4214572357,GWh
S12000020,Moray,Local Authority,2014,Domestic,Bioenergy & Wastes,29.547105068,GWh
S12000020,Moray,Local Authority,2013,Domestic,Petroleum Products,152.00069625,GWh
S12000045,East Dunbartonshire,Local Authority,2005,Domestic,Manufactured Fuels,2.8256767047,GWh
S12000020,Moray,Local Authority,2014,Domestic,Coal,18.704739422,GWh
S12000042,Dundee City,Local Authority,2006,Domestic,Gas,907.0237,GWh
S12000042,Dundee City,Local Authority,2006,Domestic,Manufactured Fuels,3.6115633132,GWh
S12000020,Moray,Local Authority,2016,Domestic,Bioenergy & Wastes,35.86821685,GWh
S12000042,Dundee City,Local Authority,2005,Domestic,Manufactured Fuels,3.8208403833,GWh
S12000042,Dundee City,Local Authority,2005,Domestic,Petroleum Products,6.1937148425,GWh
S12000045,East Dunbartonshire,Local Authority,2006,Domestic,Coal,2.4847106674,GWh
S12000020,Moray,Local Authority,2016,Domestic,Electricity,187.0057811,GWh
S12000020,Moray,Local Authority,2016,Domestic,Gas,438.7085768,GWh
S12000020,Moray,Local Authority,2016,Domestic,Coal,18.72621203,GWh
S12000042,Dundee City,Local Authority,2005,Domestic,Gas,926.30624,GWh
S12000020,Moray,Local Authority,2015,Domestic,Electricity,192.6579776,GWh
S12000020,Moray,Local Authority,2015,Domestic,Gas,439.0725151,GWh
S12000020,Moray,Local Authority,2015,Domestic,Coal,18.831004727,GWh
S12000042,Dundee City,Local Authority,2006,Domestic,Bioenergy & Wastes,14.272360365,GWh
S12000045,East Dunbartonshire,Local Authority,2006,Domestic,Bioenergy & Wastes,9.9294404311,GWh
S12000020,Moray,Local Authority,2015,Domestic,Petroleum Products,136.15573385,GWh
S12000020,Moray,Local Authority,2015,Domestic,Manufactured Fuels,9.4532399514,GWh
S12000041,Angus,Local Authority,2016,Domestic,Bioenergy & Wastes,43.19263467,GWh
S12000021,North Ayrshire,Local Authority,2009,Domestic,Electricity,278.73775702,GWh
S12000021,North Ayrshire,Local Authority,2009,Domestic,Bioenergy & Wastes,18.41862129,GWh
S12000021,North Ayrshire,Local Authority,2009,Domestic,Coal,6.3463513121,GWh
S12000045,East Dunbartonshire,Local Authority,2008,Domestic,Bioenergy & Wastes,11.94699106,GWh
S12000021,North Ayrshire,Local Authority,2009,Domestic,Petroleum Products,47.348024285,GWh
S12000021,North Ayrshire,Local Authority,2009,Domestic,Gas,886.46677984,GWh
S12000021,North Ayrshire,Local Authority,2009,Domestic,Manufactured Fuels,3.036753715,GWh
S12000021,North Ayrshire,Local Authority,2008,Domestic,Manufactured Fuels,4.9715330986,GWh
S12000041,Angus,Local Authority,2016,Domestic,Electricity,247.6404398,GWh
S12000021,North Ayrshire,Local Authority,2008,Domestic,Electricity,280.79472,GWh
S12000021,North Ayrshire,Local Authority,2008,Domestic,Gas,955.39287,GWh
S12000045,East Dunbartonshire,Local Authority,2007,Domestic,Petroleum Products,9.963839773,GWh
S12000041,Angus,Local Authority,2016,Domestic,Coal,13.045857832,GWh
S12000021,North Ayrshire,Local Authority,2008,Domestic,Petroleum Products,48.679697559,GWh
S12000041,Angus,Local Authority,2015,Domestic,Electricity,257.3753276,GWh
S12000021,North Ayrshire,Local Authority,2010,Domestic,Petroleum Products,53.556589684,GWh
S12000021,North Ayrshire,Local Authority,2010,Domestic,Gas,857.39406679,GWh
S12000021,North Ayrshire,Local Authority,2010,Domestic,Manufactured Fuels,3.3208086031,GWh
S12000045,East Dunbartonshire,Local Authority,2008,Domestic,Electricity,201.10596,GWh
S12000021,North Ayrshire,Local Authority,2011,Domestic,Coal,6.5470837048,GWh
S12000041,Angus,Local Authority,2015,Domestic,Coal,13.116678949,GWh
S12000021,North Ayrshire,Local Authority,2011,Domestic,Bioenergy & Wastes,20.630478597,GWh
S12000021,North Ayrshire,Local Authority,2010,Domestic,Bioenergy & Wastes,23.746661397,GWh
S12000041,Angus,Local Authority,2015,Domestic,Manufactured Fuels,7.2890713898,GWh
S12000041,Angus,Local Authority,2015,Domestic,Petroleum Products,122.66252924,GWh
S12000045,East Dunbartonshire,Local Authority,2008,Domestic,Coal,3.025771285,GWh
S12000041,Angus,Local Authority,2015,Domestic,Gas,553.5805731,GWh
S12000021,North Ayrshire,Local Authority,2010,Domestic,Electricity,276.86329603,GWh
S12000021,North Ayrshire,Local Authority,2010,Domestic,Coal,6.6267016847,GWh
S12000021,North Ayrshire,Local Authority,2006,Domestic,Electricity,296.03002,GWh
S12000021,North Ayrshire,Local Authority,2006,Domestic,Gas,1005.44839,GWh
S12000021,North Ayrshire,Local Authority,2006,Domestic,Coal,5.2227704062,GWh
S12000041,Angus,Local Authority,2017,Domestic,Gas,580.5668474,GWh
S12000021,North Ayrshire,Local Authority,2006,Domestic,Petroleum Products,52.710996283,GWh
S12000041,Angus,Local Authority,2017,Domestic,Coal,12.712114501,GWh
S12000021,North Ayrshire,Local Authority,2006,Domestic,Manufactured Fuels,4.6290252955,GWh
S12000041,Angus,Local Authority,2017,Domestic,Electricity,240.5403409,GWh
S12000021,North Ayrshire,Local Authority,2005,Domestic,Petroleum Products,49.511930148,GWh
S12000041,Angus,Local Authority,2017,Domestic,Petroleum Products,120.06224452,GWh
S12000021,North Ayrshire,Local Authority,2005,Domestic,Manufactured Fuels,4.8726801339,GWh
S12000045,East Dunbartonshire,Local Authority,2007,Domestic,Bioenergy & Wastes,10.066954784,GWh
S12000021,North Ayrshire,Local Authority,2006,Domestic,Bioenergy & Wastes,14.051706747,GWh
S12000041,Angus,Local Authority,2017,Domestic,Manufactured Fuels,7.7839368797,GWh
S12000045,East Dunbartonshire,Local Authority,2007,Domestic,Coal,2.8556700676,GWh
S12000045,East Dunbartonshire,Local Authority,2007,Domestic,Manufactured Fuels,2.4917139859,GWh
S12000041,Angus,Local Authority,2016,Domestic,Petroleum Products,122.34111023,GWh
S12000045,East Dunbartonshire,Local Authority,2007,Domestic,Gas,945.60041,GWh
S12000021,North Ayrshire,Local Authority,2007,Domestic,Petroleum Products,45.562113181,GWh
S12000021,North Ayrshire,Local Authority,2008,Domestic,Coal,6.3485668271,GWh
S12000041,Angus,Local Authority,2016,Domestic,Gas,558.6135828,GWh
S12000021,North Ayrshire,Local Authority,2008,Domestic,Bioenergy & Wastes,16.906855535,GWh
S12000041,Angus,Local Authority,2016,Domestic,Manufactured Fuels,7.2095826309,GWh
S12000021,North Ayrshire,Local Authority,2007,Domestic,Coal,5.9951424431,GWh
S12000041,Angus,Local Authority,2017,Domestic,Bioenergy & Wastes,42.934300539,GWh
S12000021,North Ayrshire,Local Authority,2007,Domestic,Bioenergy & Wastes,14.246311002,GWh
S12000045,East Dunbartonshire,Local Authority,2007,Domestic,Electricity,209.47956,GWh
S12000021,North Ayrshire,Local Authority,2007,Domestic,Gas,990.34102,GWh
S12000021,North Ayrshire,Local Authority,2007,Domestic,Manufactured Fuels,4.2803622219,GWh
S12000021,North Ayrshire,Local Authority,2007,Domestic,Electricity,291.62225,GWh
S12000020,Moray,Local Authority,2006,Domestic,Bioenergy & Wastes,14.151145864,GWh
S12000042,Dundee City,Local Authority,2010,Domestic,Manufactured Fuels,2.0833218142,GWh
S12000042,Dundee City,Local Authority,2010,Domestic,Petroleum Products,6.4231412597,GWh
S12000042,Dundee City,Local Authority,2017,Domestic,Manufactured Fuels,3.0200331128,GWh
S12000020,Moray,Local Authority,2006,Domestic,Electricity,213.15464,GWh
S12000020,Moray,Local Authority,2006,Domestic,Gas,530.15355,GWh
S12000020,Moray,Local Authority,2006,Domestic,Coal,19.108281162,GWh
S12000042,Dundee City,Local Authority,2010,Domestic,Gas,804.43287382,GWh
S12000020,Moray,Local Authority,2005,Domestic,Electricity,219.00453,GWh
S12000020,Moray,Local Authority,2005,Domestic,Gas,514.45305,GWh
S12000042,Dundee City,Local Authority,2011,Domestic,Bioenergy & Wastes,20.954438504,GWh
S12000042,Dundee City,Local Authority,2017,Domestic,Electricity,284.318216,GWh
S12000020,Moray,Local Authority,2005,Domestic,Petroleum Products,181.2940024,GWh
S12000042,Dundee City,Local Authority,2017,Domestic,Gas,765.0404025,GWh
S12000020,Moray,Local Authority,2005,Domestic,Manufactured Fuels,11.999000571,GWh
S12000020,Moray,Local Authority,2007,Domestic,Gas,531.1421,GWh
S12000020,Moray,Local Authority,2007,Domestic,Manufactured Fuels,10.431044471,GWh
S12000042,Dundee City,Local Authority,2010,Domestic,Bioenergy & Wastes,24.119554645,GWh
S12000020,Moray,Local Authority,2007,Domestic,Electricity,215.12011,GWh
