area_code,reference_area,area_type,year,gender,working_pattern,population_group,measure_type,value,units
S12000047,Fife,Local Authority,2014,All,All Patterns,Residence Based,Mean,469.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2000,All,Full Time,Workplace Based,Mean,339.9,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,1999,All,Full Time,Workplace Based,Median,370,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,1999,All,Full Time,Workplace Based,Mean,438.7,Pounds (GBP)
S12000014,Falkirk,Local Authority,2014,All,All Patterns,Residence Based,Median,431.8,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2014,All,All Patterns,Residence Based,Mean,548.4,Pounds (GBP)
S12000047,Fife,Local Authority,2010,All,Part Time,Residence Based,Median,153.3,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,All,All Patterns,Residence Based,Median,439.6,Pounds (GBP)
S12000040,West Lothian,Local Authority,2019,All,Part Time,Residence Based,Median,215.2,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2019,All,Part Time,Residence Based,Mean,225.4,Pounds (GBP)
S12000030,Stirling,Local Authority,2018,All,All Patterns,Residence Based,Mean,640,Pounds (GBP)
S12000040,West Lothian,Local Authority,1998,All,Full Time,Workplace Based,Mean,351.1,Pounds (GBP)
S12000030,Stirling,Local Authority,2006,All,Part Time,Residence Based,Mean,171.7,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2007,All,Full Time,Workplace Based,Median,380.5,Pounds (GBP)
S12000040,West Lothian,Local Authority,2019,All,Part Time,Residence Based,Mean,236.5,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2007,All,Full Time,Workplace Based,Median,458.8,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2007,All,Full Time,Workplace Based,Mean,495.5,Pounds (GBP)
S12000042,Dundee City,Local Authority,2019,All,Part Time,Residence Based,Mean,216.9,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2019,All,Part Time,Residence Based,Median,189.2,Pounds (GBP)
S12000047,Fife,Local Authority,1999,All,Full Time,Workplace Based,Median,321.1,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2008,All,Part Time,Residence Based,Median,152,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2019,All,Part Time,Residence Based,Mean,215,Pounds (GBP)
S12000014,Falkirk,Local Authority,2007,All,Part Time,Residence Based,Mean,162,Pounds (GBP)
S12000041,Angus,Local Authority,1999,All,Full Time,Workplace Based,Mean,341,Pounds (GBP)
S12000041,Angus,Local Authority,1999,All,Full Time,Workplace Based,Median,303.6,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2013,All,Full Time,Workplace Based,Mean,673.3,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2013,All,Full Time,Workplace Based,Median,569.1,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2007,All,Full Time,Workplace Based,Mean,526.8,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2007,All,Full Time,Workplace Based,Median,447.6,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2006,All,Part Time,Residence Based,Mean,142.2,Pounds (GBP)
S12000042,Dundee City,Local Authority,2019,All,Part Time,Residence Based,Median,190.4,Pounds (GBP)
S12000041,Angus,Local Authority,2008,All,Part Time,Residence Based,Mean,196,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2019,All,Part Time,Residence Based,Median,170,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2007,All,Part Time,Residence Based,Mean,183.3,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2007,All,Part Time,Residence Based,Mean,169.1,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2006,All,Part Time,Residence Based,Median,154.6,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2019,All,Part Time,Residence Based,Mean,225.6,Pounds (GBP)
S12000019,Midlothian,Local Authority,1999,All,Full Time,Workplace Based,Median,338.6,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2006,All,Part Time,Residence Based,Median,140,Pounds (GBP)
S12000014,Falkirk,Local Authority,2007,All,Part Time,Residence Based,Median,142.2,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2006,All,Part Time,Residence Based,Mean,155.9,Pounds (GBP)
S12000017,Highland,Local Authority,1999,All,Full Time,Workplace Based,Median,311.6,Pounds (GBP)
S12000017,Highland,Local Authority,1999,All,Full Time,Workplace Based,Mean,347.9,Pounds (GBP)
S12000047,Fife,Local Authority,1999,All,Full Time,Workplace Based,Mean,348.4,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2019,All,Part Time,Residence Based,Median,201.6,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2007,All,Full Time,Workplace Based,Mean,589.5,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2000,All,Full Time,Workplace Based,Median,323.1,Pounds (GBP)
S12000019,Midlothian,Local Authority,2014,All,All Patterns,Residence Based,Median,383.3,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2000,All,Full Time,Workplace Based,Mean,347.7,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2006,All,Part Time,Residence Based,Median,131.1,Pounds (GBP)
S12000020,Moray,Local Authority,2014,All,All Patterns,Residence Based,Mean,400.1,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2007,All,Full Time,Workplace Based,Mean,480.8,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2014,All,All Patterns,Residence Based,Mean,400.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2007,All,Part Time,Residence Based,Median,156.7,Pounds (GBP)
S12000042,Dundee City,Local Authority,2000,All,Full Time,Workplace Based,Mean,367.7,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,All,Full Time,Workplace Based,Mean,508.9,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2007,All,Part Time,Residence Based,Mean,183.2,Pounds (GBP)
S12000042,Dundee City,Local Authority,2000,All,Full Time,Workplace Based,Median,325.5,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2019,All,Part Time,Residence Based,Mean,254.2,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,All,Full Time,Workplace Based,Median,438,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,1999,All,Full Time,Workplace Based,Mean,471.6,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,1999,All,Full Time,Workplace Based,Mean,377.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2015,All,All Patterns,Residence Based,Mean,451.8,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2014,All,All Patterns,Residence Based,Mean,577.7,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2014,All,All Patterns,Residence Based,Median,360.5,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2017,All,All Patterns,Residence Based,Median,441.6,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2014,All,All Patterns,Residence Based,Mean,439.8,Pounds (GBP)
S12000017,Highland,Local Authority,2019,All,Part Time,Residence Based,Median,195.5,Pounds (GBP)
S12000040,West Lothian,Local Authority,2013,All,All Patterns,Residence Based,Median,407.6,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2006,All,Part Time,Residence Based,Mean,200.3,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2000,All,Full Time,Workplace Based,Median,302.3,Pounds (GBP)
S12000042,Dundee City,Local Authority,2006,All,Part Time,Residence Based,Median,117.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,1999,All,Full Time,Workplace Based,Median,334.4,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,1999,All,Full Time,Workplace Based,Mean,396.1,Pounds (GBP)
S12000042,Dundee City,Local Authority,2006,All,Part Time,Residence Based,Mean,153,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2019,All,Part Time,Residence Based,Median,195.3,Pounds (GBP)
S12000017,Highland,Local Authority,2000,All,Full Time,Workplace Based,Median,307.2,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2014,All,All Patterns,Residence Based,Median,487.1,Pounds (GBP)
S12000019,Midlothian,Local Authority,2018,All,All Patterns,Residence Based,Median,460.5,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,All,Part Time,Residence Based,Median,162.8,Pounds (GBP)
S12000017,Highland,Local Authority,2010,All,Part Time,Residence Based,Mean,198.6,Pounds (GBP)
S12000017,Highland,Local Authority,2010,All,Part Time,Residence Based,Median,167.7,Pounds (GBP)
S12000017,Highland,Local Authority,2000,All,Full Time,Workplace Based,Mean,357.8,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2007,All,Full Time,Workplace Based,Median,488,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2000,All,Full Time,Workplace Based,Median,367.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2008,All,Part Time,Residence Based,Mean,183.4,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2006,All,Part Time,Residence Based,Median,138.2,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2014,All,All Patterns,Residence Based,Mean,523.6,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2000,All,Full Time,Workplace Based,Mean,401.9,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2019,All,Part Time,Residence Based,Median,218.9,Pounds (GBP)
S12000040,West Lothian,Local Authority,2006,All,Part Time,Residence Based,Mean,181.1,Pounds (GBP)
S12000047,Fife,Local Authority,2014,All,All Patterns,Residence Based,Median,407.5,Pounds (GBP)
S12000030,Stirling,Local Authority,2014,All,Part Time,Residence Based,Mean,247.3,Pounds (GBP)
S12000040,West Lothian,Local Authority,2006,All,Part Time,Residence Based,Median,141.3,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2007,All,Full Time,Workplace Based,Median,471,Pounds (GBP)
S12000041,Angus,Local Authority,2014,All,All Patterns,Residence Based,Median,392.7,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2000,All,Full Time,Workplace Based,Median,317.4,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2000,All,Full Time,Workplace Based,Mean,365.3,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2007,All,Part Time,Residence Based,Median,139.2,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2000,All,Full Time,Workplace Based,Median,319.5,Pounds (GBP)
S12000017,Highland,Local Authority,2014,All,All Patterns,Residence Based,Mean,442.7,Pounds (GBP)
S12000017,Highland,Local Authority,2014,All,All Patterns,Residence Based,Median,395.6,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2019,All,Part Time,Residence Based,Median,195.4,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2006,All,Part Time,Residence Based,Mean,164.4,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2000,All,Full Time,Workplace Based,Mean,356.7,Pounds (GBP)
S12000047,Fife,Local Authority,2018,All,Full Time,Residence Based,Mean,618.5,Pounds (GBP)
S12000047,Fife,Local Authority,2018,All,Full Time,Residence Based,Median,539.1,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2019,All,Part Time,Residence Based,Mean,165.5,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2002,All,Full Time,Residence Based,Median,372.6,Pounds (GBP)
S12000019,Midlothian,Local Authority,2018,All,Full Time,Residence Based,Mean,622.7,Pounds (GBP)
S12000014,Falkirk,Local Authority,2006,All,All Patterns,Residence Based,Median,341.8,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2001,All,Full Time,Workplace Based,Median,329.9,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2001,All,Full Time,Workplace Based,Mean,374.7,Pounds (GBP)
S12000019,Midlothian,Local Authority,2006,All,Part Time,Residence Based,Median,157.5,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2006,All,Full Time,Workplace Based,Mean,508.7,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2001,All,Full Time,Workplace Based,Median,317.2,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2001,All,Full Time,Workplace Based,Median,372.5,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2001,All,Full Time,Workplace Based,Mean,486.2,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2001,All,Full Time,Workplace Based,Median,399.5,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2001,All,Full Time,Workplace Based,Mean,358.1,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2019,All,Part Time,Residence Based,Mean,267.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2019,All,Part Time,Residence Based,Median,219,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2000,All,Full Time,Workplace Based,Median,350.2,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2019,All,Part Time,Residence Based,Mean,296.3,Pounds (GBP)
S12000019,Midlothian,Local Authority,2007,All,All Patterns,Residence Based,Mean,427,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2000,All,Full Time,Workplace Based,Mean,332,Pounds (GBP)
S12000042,Dundee City,Local Authority,2003,All,All Patterns,Residence Based,Mean,331.3,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2000,All,Full Time,Workplace Based,Mean,391.3,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2000,All,Full Time,Workplace Based,Median,278.7,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2019,All,Part Time,Residence Based,Median,198.5,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2000,All,Full Time,Workplace Based,Median,357.4,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2008,All,All Patterns,Residence Based,Median,359.7,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2019,All,Part Time,Residence Based,Mean,236.4,Pounds (GBP)
S12000019,Midlothian,Local Authority,2018,All,Full Time,Residence Based,Median,534,Pounds (GBP)
S12000019,Midlothian,Local Authority,2006,All,Part Time,Residence Based,Mean,163.7,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2000,All,Full Time,Workplace Based,Mean,420.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2001,All,Full Time,Workplace Based,Median,310.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2001,All,Full Time,Workplace Based,Mean,358.1,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2001,All,Full Time,Workplace Based,Median,378,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2006,All,Full Time,Workplace Based,Median,454.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2008,All,All Patterns,Residence Based,Median,350.6,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2019,All,Part Time,Residence Based,Mean,224.9,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2001,All,Full Time,Workplace Based,Mean,350.7,Pounds (GBP)
S12000030,Stirling,Local Authority,2019,All,Part Time,Residence Based,Mean,272.6,Pounds (GBP)
S12000030,Stirling,Local Authority,2001,All,Full Time,Workplace Based,Median,364,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2001,All,Full Time,Workplace Based,Median,370.1,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2006,All,Part Time,Residence Based,Median,146.5,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2006,All,Part Time,Residence Based,Mean,175.6,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2001,All,Full Time,Workplace Based,Mean,447.7,Pounds (GBP)
S12000047,Fife,Local Authority,2004,All,All Patterns,Residence Based,Mean,375,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2001,All,Full Time,Workplace Based,Median,363.3,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2006,All,Part Time,Residence Based,Mean,148.4,Pounds (GBP)
S12000030,Stirling,Local Authority,2019,All,Part Time,Residence Based,Median,194.2,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2006,All,Part Time,Residence Based,Mean,183.5,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2019,All,Part Time,Residence Based,Median,233.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2006,All,Part Time,Residence Based,Median,135.2,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2008,All,All Patterns,Residence Based,Mean,402.6,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2019,All,Part Time,Residence Based,Mean,253.2,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2006,All,Full Time,Workplace Based,Mean,406.2,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2006,All,Part Time,Residence Based,Mean,152.4,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2019,All,Part Time,Residence Based,Median,209.6,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2001,All,Full Time,Workplace Based,Mean,404.8,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2006,All,Full Time,Workplace Based,Median,345.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2001,All,Full Time,Workplace Based,Mean,414,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2002,All,Full Time,Residence Based,Median,421.6,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2010,All,Full Time,Residence Based,Mean,527.2,Pounds (GBP)
S12000019,Midlothian,Local Authority,2006,All,Full Time,Workplace Based,Mean,509.8,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2006,All,Full Time,Workplace Based,Mean,437.8,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2010,All,Full Time,Residence Based,Median,470.5,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2010,All,Full Time,Residence Based,Mean,477.1,Pounds (GBP)
S12000019,Midlothian,Local Authority,2006,All,Full Time,Workplace Based,Median,426.5,Pounds (GBP)
S12000019,Midlothian,Local Authority,2006,All,Full Time,Residence Based,Mean,496.6,Pounds (GBP)
S12000014,Falkirk,Local Authority,2002,All,Full Time,Workplace Based,Median,350.3,Pounds (GBP)
S12000041,Angus,Local Authority,2002,All,Full Time,Workplace Based,Median,360.2,Pounds (GBP)
S12000041,Angus,Local Authority,2007,All,Part Time,Residence Based,Median,148.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2006,All,Full Time,Workplace Based,Median,424.7,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2006,All,Full Time,Workplace Based,Mean,468.4,Pounds (GBP)
S12000040,West Lothian,Local Authority,2001,All,Full Time,Workplace Based,Mean,406.7,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2010,All,Full Time,Residence Based,Median,496.2,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2006,All,Part Time,Residence Based,Mean,207.9,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2010,All,Full Time,Residence Based,Mean,579.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2002,All,Full Time,Workplace Based,Mean,385.5,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2002,All,Full Time,Residence Based,Median,412.4,Pounds (GBP)
