area_code,reference_area,area_type,year,gender,working_pattern,population_group,measure_type,value,units
S12000035,Argyll and Bute,Local Authority,2005,All,All Patterns,Workplace Based,Mean,374.6,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2009,All,All Patterns,Workplace Based,Median,411,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2005,All,All Patterns,Workplace Based,Median,291.5,Pounds (GBP)
S12000042,Dundee City,Local Authority,2006,All,All Patterns,Workplace Based,Median,356.3,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2002,All,All Patterns,Residence Based,Mean,335.3,Pounds (GBP)
S12000030,Stirling,Local Authority,2015,All,All Patterns,Residence Based,Median,432.2,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2002,All,All Patterns,Residence Based,Median,284.9,Pounds (GBP)
S12000041,Angus,Local Authority,2017,All,All Patterns,Residence Based,Median,407.7,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2005,All,All Patterns,Residence Based,Median,382.6,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2017,All,All Patterns,Residence Based,Median,394.9,Pounds (GBP)
S12000040,West Lothian,Local Authority,2015,All,All Patterns,Residence Based,Median,424.1,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2015,All,All Patterns,Residence Based,Mean,432.7,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2010,All,All Patterns,Workplace Based,Median,365.8,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2010,All,All Patterns,Workplace Based,Mean,407.6,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2003,All,All Patterns,Residence Based,Mean,367.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2002,All,All Patterns,Residence Based,Median,317.6,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2003,All,All Patterns,Residence Based,Mean,334.3,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2002,All,All Patterns,Residence Based,Median,264,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2010,All,All Patterns,Workplace Based,Median,336.4,Pounds (GBP)
S12000017,Highland,Local Authority,2010,All,All Patterns,Workplace Based,Median,368.6,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,1997,All,All Patterns,Workplace Based,Median,234.1,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2001,All,All Patterns,Workplace Based,Mean,337.1,Pounds (GBP)
S12000030,Stirling,Local Authority,1997,All,All Patterns,Workplace Based,Mean,295.4,Pounds (GBP)
S12000041,Angus,Local Authority,1998,All,All Patterns,Workplace Based,Mean,302.1,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2002,All,All Patterns,Workplace Based,Mean,425.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2004,All,All Patterns,Residence Based,Mean,414.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,1998,All,All Patterns,Workplace Based,Mean,282.2,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2010,All,All Patterns,Workplace Based,Mean,526.9,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,1998,All,All Patterns,Workplace Based,Mean,362.6,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2007,All,All Patterns,Residence Based,Median,339.6,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2010,All,All Patterns,Workplace Based,Mean,401.2,Pounds (GBP)
S12000042,Dundee City,Local Authority,2010,All,All Patterns,Workplace Based,Mean,470,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2002,All,All Patterns,Residence Based,Median,264.5,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2002,All,All Patterns,Residence Based,Mean,369.8,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2017,All,All Patterns,Residence Based,Mean,593.8,Pounds (GBP)
S12000042,Dundee City,Local Authority,2005,All,All Patterns,Residence Based,Median,303.7,Pounds (GBP)
S12000041,Angus,Local Authority,2009,All,All Patterns,Workplace Based,Mean,385.1,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,1997,All,All Patterns,Workplace Based,Median,295.3,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2009,All,All Patterns,Workplace Based,Median,356.5,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,1997,All,All Patterns,Workplace Based,Mean,341.5,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2003,All,All Patterns,Residence Based,Median,303.5,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2004,All,All Patterns,Residence Based,Mean,439.1,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2013,All,All Patterns,Workplace Based,Mean,442.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2013,All,All Patterns,Workplace Based,Mean,474.6,Pounds (GBP)
S12000042,Dundee City,Local Authority,2009,All,All Patterns,Workplace Based,Mean,441.9,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2013,All,All Patterns,Workplace Based,Median,383.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2009,All,All Patterns,Workplace Based,Median,442.6,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2013,All,All Patterns,Workplace Based,Mean,423.4,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2009,All,All Patterns,Workplace Based,Median,331.5,Pounds (GBP)
S12000041,Angus,Local Authority,2009,All,All Patterns,Workplace Based,Median,345,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2009,All,All Patterns,Workplace Based,Mean,486.2,Pounds (GBP)
S12000019,Midlothian,Local Authority,2008,All,All Patterns,Workplace Based,Mean,424.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2009,All,All Patterns,Workplace Based,Mean,404.1,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2009,All,All Patterns,Workplace Based,Mean,465.2,Pounds (GBP)
S12000042,Dundee City,Local Authority,2010,All,All Patterns,Workplace Based,Median,413.9,Pounds (GBP)
S12000041,Angus,Local Authority,2008,All,All Patterns,Workplace Based,Median,331,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2010,All,All Patterns,Workplace Based,Mean,422.4,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2010,All,All Patterns,Workplace Based,Median,366.9,Pounds (GBP)
S12000041,Angus,Local Authority,2008,All,All Patterns,Workplace Based,Mean,368.7,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2009,All,All Patterns,Workplace Based,Mean,424.8,Pounds (GBP)
S12000040,West Lothian,Local Authority,2001,All,All Patterns,Workplace Based,Median,316.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2008,All,All Patterns,Workplace Based,Mean,528.5,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2008,All,All Patterns,Workplace Based,Mean,394,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2009,All,All Patterns,Workplace Based,Median,358.3,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2012,All,All Patterns,Workplace Based,Median,363.4,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2012,All,All Patterns,Workplace Based,Mean,458.1,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,1997,All,All Patterns,Workplace Based,Median,257.1,Pounds (GBP)
S12000047,Fife,Local Authority,2012,All,All Patterns,Workplace Based,Mean,409.9,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,All,All Patterns,Workplace Based,Median,402.8,Pounds (GBP)
S12000014,Falkirk,Local Authority,2012,All,All Patterns,Workplace Based,Median,421.9,Pounds (GBP)
S12000047,Fife,Local Authority,2012,All,All Patterns,Workplace Based,Median,351.5,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2012,All,All Patterns,Workplace Based,Mean,410.4,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2012,All,All Patterns,Workplace Based,Mean,547,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,1997,All,All Patterns,Workplace Based,Mean,290.4,Pounds (GBP)
S12000042,Dundee City,Local Authority,2012,All,All Patterns,Workplace Based,Mean,453.7,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2012,All,All Patterns,Workplace Based,Median,333.3,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,1998,All,All Patterns,Workplace Based,Median,232,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2012,All,All Patterns,Workplace Based,Mean,422.5,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2012,All,All Patterns,Workplace Based,Median,383.4,Pounds (GBP)
S12000010,East Lothian,Local Authority,2012,All,All Patterns,Workplace Based,Mean,395.9,Pounds (GBP)
S12000040,West Lothian,Local Authority,1997,All,All Patterns,Workplace Based,Mean,291.7,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,1997,All,All Patterns,Workplace Based,Mean,262.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2010,All,All Patterns,Workplace Based,Median,371,Pounds (GBP)
S12000019,Midlothian,Local Authority,2010,All,All Patterns,Workplace Based,Median,409.5,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,1997,All,All Patterns,Workplace Based,Mean,244.6,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2012,All,All Patterns,Workplace Based,Median,448.1,Pounds (GBP)
S12000010,East Lothian,Local Authority,1997,All,All Patterns,Workplace Based,Median,270.2,Pounds (GBP)
S12000040,West Lothian,Local Authority,1997,All,All Patterns,Workplace Based,Median,260.7,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,All,All Patterns,Workplace Based,Mean,448,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2010,All,All Patterns,Workplace Based,Mean,391.4,Pounds (GBP)
S12000010,East Lothian,Local Authority,2010,All,All Patterns,Workplace Based,Median,374.9,Pounds (GBP)
S12000014,Falkirk,Local Authority,2012,All,All Patterns,Workplace Based,Mean,455.9,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,1997,All,All Patterns,Workplace Based,Median,271,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2010,All,All Patterns,Workplace Based,Mean,405.7,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2010,All,All Patterns,Workplace Based,Median,359.5,Pounds (GBP)
S12000047,Fife,Local Authority,2008,All,All Patterns,Workplace Based,Mean,405,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,1997,All,All Patterns,Workplace Based,Median,243.9,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2010,All,All Patterns,Workplace Based,Mean,482.1,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2010,All,All Patterns,Workplace Based,Median,420.2,Pounds (GBP)
S12000014,Falkirk,Local Authority,2003,All,All Patterns,Residence Based,Median,305.2,Pounds (GBP)
S12000014,Falkirk,Local Authority,2003,All,All Patterns,Residence Based,Mean,348.7,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2005,All,All Patterns,Residence Based,Mean,396.7,Pounds (GBP)
S12000040,West Lothian,Local Authority,2003,All,All Patterns,Residence Based,Median,311.5,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2010,All,All Patterns,Workplace Based,Mean,455.2,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2010,All,All Patterns,Workplace Based,Median,344.8,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2010,All,All Patterns,Workplace Based,Mean,501.9,Pounds (GBP)
S12000020,Moray,Local Authority,2009,All,All Patterns,Workplace Based,Median,330.2,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,All,All Patterns,Workplace Based,Median,290.5,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2010,All,All Patterns,Workplace Based,Median,360.5,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2010,All,All Patterns,Workplace Based,Mean,393.6,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,All,All Patterns,Workplace Based,Mean,358,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2007,All,All Patterns,Residence Based,Mean,466.3,Pounds (GBP)
S12000030,Stirling,Local Authority,2005,All,All Patterns,Residence Based,Mean,447.6,Pounds (GBP)
S12000041,Angus,Local Authority,2007,All,All Patterns,Residence Based,Median,355.6,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2003,All,All Patterns,Residence Based,Mean,326,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2006,All,All Patterns,Residence Based,Median,396.3,Pounds (GBP)
S12000014,Falkirk,Local Authority,2004,All,All Patterns,Residence Based,Mean,363.3,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2007,All,All Patterns,Residence Based,Median,392.1,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2007,All,All Patterns,Residence Based,Mean,436.9,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2004,All,All Patterns,Residence Based,Median,331,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2007,All,All Patterns,Residence Based,Mean,390.5,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2006,All,All Patterns,Residence Based,Mean,396.4,Pounds (GBP)
S12000040,West Lothian,Local Authority,2005,All,All Patterns,Residence Based,Median,327.7,Pounds (GBP)
S12000017,Highland,Local Authority,2003,All,All Patterns,Residence Based,Median,293.5,Pounds (GBP)
S12000017,Highland,Local Authority,2003,All,All Patterns,Residence Based,Mean,343.2,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2004,All,All Patterns,Residence Based,Median,265.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2015,All,All Patterns,Residence Based,Median,395.6,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2007,All,Full Time,Workplace Based,Median,403.1,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2006,All,Part Time,Residence Based,Median,146.3,Pounds (GBP)
S12000014,Falkirk,Local Authority,2019,All,Part Time,Residence Based,Mean,231.8,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,1999,All,Full Time,Workplace Based,Median,276.7,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,All,Part Time,Residence Based,Mean,188.8,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2002,All,Part Time,Residence Based,Mean,154.5,Pounds (GBP)
S12000040,West Lothian,Local Authority,2013,All,All Patterns,Residence Based,Mean,477.5,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2015,All,Part Time,Residence Based,Mean,187.6,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,1999,All,Full Time,Workplace Based,Mean,332.4,Pounds (GBP)
S12000017,Highland,Local Authority,2007,All,Full Time,Workplace Based,Mean,478.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2014,All,All Patterns,Residence Based,Mean,549.1,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2002,All,Part Time,Residence Based,Median,131.5,Pounds (GBP)
S12000014,Falkirk,Local Authority,2019,All,Part Time,Residence Based,Median,208.6,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,1998,All,Full Time,Workplace Based,Mean,355.1,Pounds (GBP)
S12000041,Angus,Local Authority,2006,All,Part Time,Residence Based,Mean,160.6,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2007,All,Full Time,Workplace Based,Mean,495.3,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,1998,All,Full Time,Workplace Based,Median,314.5,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2019,All,Part Time,Residence Based,Mean,229,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2019,All,Part Time,Residence Based,Median,189.1,Pounds (GBP)
S12000017,Highland,Local Authority,2015,All,All Patterns,Residence Based,Mean,440.7,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2008,All,Part Time,Residence Based,Median,150.9,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,1998,All,Full Time,Workplace Based,Mean,334,Pounds (GBP)
S12000041,Angus,Local Authority,2014,All,All Patterns,Residence Based,Mean,443.2,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2019,All,Part Time,Residence Based,Median,249.9,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,1998,All,Full Time,Workplace Based,Median,288.4,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,All,Part Time,Residence Based,Median,157.9,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2014,All,All Patterns,Residence Based,Mean,420.8,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2019,All,Part Time,Residence Based,Mean,326.1,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,All,Part Time,Residence Based,Median,170.5,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,All,Part Time,Residence Based,Mean,201,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,1999,All,Full Time,Workplace Based,Median,414.2,Pounds (GBP)
S12000019,Midlothian,Local Authority,2007,All,Full Time,Workplace Based,Median,463.1,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,1999,All,Full Time,Workplace Based,Mean,385.9,Pounds (GBP)
S12000017,Highland,Local Authority,2019,All,Part Time,Residence Based,Mean,235.8,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2018,All,All Patterns,Residence Based,Median,434,Pounds (GBP)
S12000010,East Lothian,Local Authority,2019,All,Part Time,Residence Based,Mean,254.9,Pounds (GBP)
S12000017,Highland,Local Authority,2007,All,Full Time,Workplace Based,Median,406.1,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,1999,All,Full Time,Workplace Based,Mean,384.3,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,1999,All,Full Time,Workplace Based,Median,330,Pounds (GBP)
S12000042,Dundee City,Local Authority,2007,All,Part Time,Residence Based,Median,137.2,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2006,All,Part Time,Residence Based,Median,140.1,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2014,All,All Patterns,Residence Based,Median,379.5,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2006,All,Part Time,Residence Based,Mean,152.5,Pounds (GBP)
S12000019,Midlothian,Local Authority,2007,All,Full Time,Workplace Based,Mean,498.3,Pounds (GBP)
S12000010,East Lothian,Local Authority,2019,All,Part Time,Residence Based,Median,221.7,Pounds (GBP)
S12000020,Moray,Local Authority,2000,All,Full Time,Workplace Based,Mean,337.6,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2002,All,Part Time,Residence Based,Mean,153.8,Pounds (GBP)
S12000019,Midlothian,Local Authority,2000,All,Full Time,Workplace Based,Median,350.7,Pounds (GBP)
S12000019,Midlothian,Local Authority,2000,All,Full Time,Workplace Based,Mean,372.3,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2002,All,Part Time,Residence Based,Median,126.5,Pounds (GBP)
S12000020,Moray,Local Authority,2000,All,Full Time,Workplace Based,Median,284.3,Pounds (GBP)
S12000014,Falkirk,Local Authority,2004,All,Part Time,Residence Based,Median,136,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2000,All,Full Time,Workplace Based,Mean,381.1,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2008,All,Part Time,Residence Based,Median,119.2,Pounds (GBP)
S12000017,Highland,Local Authority,2015,All,All Patterns,Residence Based,Median,381.9,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,1999,All,Full Time,Workplace Based,Median,364,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2008,All,Part Time,Residence Based,Mean,209.1,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2018,All,All Patterns,Residence Based,Mean,475.4,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2007,All,Full Time,Workplace Based,Mean,470.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2014,All,All Patterns,Residence Based,Median,467.7,Pounds (GBP)
S12000042,Dundee City,Local Authority,2007,All,Part Time,Residence Based,Mean,161.1,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2000,All,Full Time,Workplace Based,Mean,339,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2006,All,Part Time,Residence Based,Mean,172.6,Pounds (GBP)
S12000014,Falkirk,Local Authority,2006,All,Part Time,Residence Based,Mean,147.2,Pounds (GBP)
S12000047,Fife,Local Authority,2019,All,Part Time,Residence Based,Mean,228.9,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2019,All,Part Time,Residence Based,Median,205.4,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,All,Full Time,Workplace Based,Mean,496.3,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2007,All,Full Time,Workplace Based,Mean,607.9,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2014,All,All Patterns,Residence Based,Median,418.6,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2007,All,Full Time,Workplace Based,Median,448.2,Pounds (GBP)
S12000040,West Lothian,Local Authority,1998,All,Full Time,Workplace Based,Median,312.7,Pounds (GBP)
S12000014,Falkirk,Local Authority,2006,All,Part Time,Residence Based,Median,114.6,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2008,All,Part Time,Residence Based,Mean,167.5,Pounds (GBP)
S12000010,East Lothian,Local Authority,2006,All,Part Time,Residence Based,Mean,172.1,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,All,Full Time,Workplace Based,Median,476.4,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2000,All,Full Time,Workplace Based,Median,341.8,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2000,All,Full Time,Workplace Based,Mean,433.2,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2019,All,Part Time,Residence Based,Median,190.6,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2007,All,Part Time,Residence Based,Mean,189.7,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2000,All,Full Time,Workplace Based,Mean,339,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2019,All,Part Time,Residence Based,Mean,257.8,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2000,All,Full Time,Workplace Based,Median,297.3,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2007,All,Part Time,Residence Based,Mean,153.2,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2000,All,Full Time,Workplace Based,Median,330.8,Pounds (GBP)
S12000047,Fife,Local Authority,2019,All,Part Time,Residence Based,Median,201.5,Pounds (GBP)
S12000014,Falkirk,Local Authority,2000,All,Full Time,Workplace Based,Mean,398.6,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2000,All,Full Time,Workplace Based,Median,330.8,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2000,All,Full Time,Workplace Based,Mean,370.5,Pounds (GBP)
S12000010,East Lothian,Local Authority,2006,All,Part Time,Residence Based,Median,159.9,Pounds (GBP)
S12000017,Highland,Local Authority,2007,All,Part Time,Residence Based,Median,146.2,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,1998,All,Full Time,Workplace Based,Mean,359.7,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2019,All,Part Time,Residence Based,Mean,250.7,Pounds (GBP)
S12000017,Highland,Local Authority,2007,All,Part Time,Residence Based,Mean,168.6,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2007,All,Full Time,Workplace Based,Mean,485.8,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,1998,All,Full Time,Workplace Based,Mean,345.9,Pounds (GBP)
S12000041,Angus,Local Authority,2008,All,Part Time,Residence Based,Median,173,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,1998,All,Full Time,Workplace Based,Median,310.9,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,1998,All,Full Time,Workplace Based,Mean,396.3,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2007,All,Part Time,Residence Based,Median,117,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,1998,All,Full Time,Workplace Based,Median,332.6,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,1998,All,Full Time,Workplace Based,Mean,317.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2014,All,All Patterns,Residence Based,Mean,432.2,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2019,All,Part Time,Residence Based,Median,201.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2007,All,Full Time,Workplace Based,Median,449.6,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,1998,All,Full Time,Workplace Based,Median,255.4,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2006,All,Part Time,Residence Based,Median,134.5,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2006,All,Part Time,Residence Based,Mean,146.7,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2007,All,Full Time,Workplace Based,Median,410.4,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2018,All,All Patterns,Residence Based,Mean,475.4,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,1998,All,Full Time,Workplace Based,Mean,365.5,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2014,All,All Patterns,Residence Based,Median,443.6,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,1998,All,Full Time,Workplace Based,Median,296.7,Pounds (GBP)
S12000041,Angus,Local Authority,2019,All,Part Time,Residence Based,Mean,238.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2006,All,Part Time,Residence Based,Mean,152.7,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2006,All,Part Time,Residence Based,Median,120.7,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2007,All,Part Time,Residence Based,Mean,158.3,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2019,All,Part Time,Residence Based,Median,232,Pounds (GBP)
S12000030,Stirling,Local Authority,1998,All,Full Time,Workplace Based,Median,305.1,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2019,All,Part Time,Residence Based,Mean,239.1,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2006,All,Part Time,Residence Based,Mean,174.2,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,1999,All,Full Time,Workplace Based,Median,325.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2008,All,All Patterns,Residence Based,Median,353.1,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2006,All,Part Time,Residence Based,Median,126.1,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2004,All,All Patterns,Residence Based,Median,364.8,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,1999,All,Full Time,Workplace Based,Mean,360.6,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2007,All,Full Time,Workplace Based,Mean,440.3,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,All,Part Time,Residence Based,Mean,199,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,1999,All,Full Time,Workplace Based,Mean,356.1,Pounds (GBP)
S12000030,Stirling,Local Authority,2014,All,Part Time,Residence Based,Median,200.2,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2007,All,Part Time,Residence Based,Median,145.8,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,1999,All,Full Time,Workplace Based,Median,311.5,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,1999,All,Full Time,Workplace Based,Mean,344.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,All,All Patterns,Residence Based,Mean,533.8,Pounds (GBP)
S12000042,Dundee City,Local Authority,1999,All,Full Time,Workplace Based,Median,319.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,1999,All,Full Time,Workplace Based,Median,310,Pounds (GBP)
