area_code,reference_area,area_type,reference_period,indicator,value,units
S12000042,Dundee City,Local Authority,2011/2012,Waste Recycled,45.9,Percent Of Municipal Waste
S12000047,Fife,Local Authority,2004/2005,Waste Recycled,25.1,Percent Of Municipal Waste
S12000042,Dundee City,Local Authority,2006/2007,Waste Recycled,31,Percent Of Municipal Waste
S12000047,Fife,Local Authority,2005/2006,Waste Recycled,29.7,Percent Of Municipal Waste
S12000047,Fife,Local Authority,2007/2008,Waste Recycled,39.1,Percent Of Municipal Waste
S12000048,Perth and Kinross,Local Authority,2010/2011,Waste Recycled,46.7,Percent Of Municipal Waste
S12000042,Dundee City,Local Authority,2010/2011,Waste Recycled,34.6,Percent Of Municipal Waste
S12000050,North Lanarkshire,Local Authority,2008/2009,Waste Recycled,38.6,Percent Of Municipal Waste
S12000050,North Lanarkshire,Local Authority,2007/2008,Waste Recycled,31.8,Percent Of Municipal Waste
S12000050,North Lanarkshire,Local Authority,2004/2005,Waste Recycled,18.2,Percent Of Municipal Waste
S12000048,Perth and Kinross,Local Authority,2008/2009,Waste Recycled,37.6,Percent Of Municipal Waste
S12000050,North Lanarkshire,Local Authority,2006/2007,Waste Recycled,27.7,Percent Of Municipal Waste
S12000050,North Lanarkshire,Local Authority,2010/2011,Waste Recycled,43.2,Percent Of Municipal Waste
S12000050,North Lanarkshire,Local Authority,2011/2012,Waste Recycled,38.6,Percent Of Municipal Waste
S12000050,North Lanarkshire,Local Authority,2005/2006,Waste Recycled,26.8,Percent Of Municipal Waste
S12000048,Perth and Kinross,Local Authority,2011/2012,Waste Recycled,49.9,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2006/2007,Waste Recycled,11.7,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2007/2008,Waste Recycled,20,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2009/2010,Waste Recycled,42.8,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2008/2009,Waste Recycled,18.6,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2009/2010,Waste Recycled,21.2,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2010/2011,Waste Recycled,19.6,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2011/2012,Waste Recycled,23.1,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2004/2005,Waste Recycled,19,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2005/2006,Waste Recycled,30.1,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2006/2007,Waste Recycled,35,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2007/2008,Waste Recycled,36,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2011/2012,Waste Recycled,53.1,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2008/2009,Waste Recycled,40.8,Percent Of Municipal Waste
S12000014,Falkirk,Local Authority,2010/2011,Waste Recycled,49.3,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2004/2005,Waste Recycled,26.7,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2005/2006,Waste Recycled,29.8,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2010/2011,Waste Recycled,45.4,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2006/2007,Waste Recycled,31.5,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2005/2006,Waste Recycled,27.6,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2009/2010,Waste Recycled,40.9,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2004/2005,Waste Recycled,19.6,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2004/2005,Waste Recycled,7.5,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2008/2009,Waste Recycled,38.4,Percent Of Municipal Waste
S12000013,Na h-Eileanan Siar,Local Authority,2005/2006,Waste Recycled,10.9,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2011/2012,Waste Recycled,53,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2009/2010,Waste Recycled,36,Percent Of Municipal Waste
S12000011,East Renfrewshire,Local Authority,2007/2008,Waste Recycled,35,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2011/2012,Waste Recycled,45.9,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2009/2010,Waste Recycled,41.2,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2007/2008,Waste Recycled,35.8,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2010/2011,Waste Recycled,44.1,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2008/2009,Waste Recycled,28,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2011/2012,Waste Recycled,34.8,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2009/2010,Waste Recycled,30.3,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2008/2009,Waste Recycled,43.9,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2004/2005,Waste Recycled,4.7,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2007/2008,Waste Recycled,44,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2005/2006,Waste Recycled,21.6,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2008/2009,Waste Recycled,37.4,Percent Of Municipal Waste
S12000019,Midlothian,Local Authority,2006/2007,Waste Recycled,31.8,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2011/2012,Waste Recycled,39,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2009/2010,Waste Recycled,34.6,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2006/2007,Waste Recycled,26.1,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2007/2008,Waste Recycled,30.7,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2005/2006,Waste Recycled,19.9,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2004/2005,Waste Recycled,9,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2010/2011,Waste Recycled,34,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2005/2006,Waste Recycled,18.6,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2004/2005,Waste Recycled,7.3,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2010/2011,Waste Recycled,31.5,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2006/2007,Waste Recycled,20.1,Percent Of Municipal Waste
S12000017,Highland,Local Authority,2008/2009,Waste Recycled,32.7,Percent Of Municipal Waste
S12000018,Inverclyde,Local Authority,2007/2008,Waste Recycled,21.9,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2007/2008,Waste Recycled,34.1,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2010/2011,Waste Recycled,43.3,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2008/2009,Waste Recycled,41.7,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2008/2009,Waste Recycled,44.9,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2010/2011,Waste Recycled,49.8,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2007/2008,Waste Recycled,42.2,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2010/2011,Waste Recycled,38.3,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2011/2012,Waste Recycled,43.1,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2006/2007,Waste Recycled,32,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2004/2005,Waste Recycled,7.1,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2009/2010,Waste Recycled,30.9,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2008/2009,Waste Recycled,32.1,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2007/2008,Waste Recycled,32.4,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2004/2005,Waste Recycled,17.6,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2006/2007,Waste Recycled,34.2,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2009/2010,Waste Recycled,42.2,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2011/2012,Waste Recycled,44.8,Percent Of Municipal Waste
S12000039,West Dunbartonshire,Local Authority,2005/2006,Waste Recycled,19,Percent Of Municipal Waste
S12000040,West Lothian,Local Authority,2005/2006,Waste Recycled,27.1,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2010/2011,Waste Recycled,43.9,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2011/2012,Waste Recycled,41.9,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2006/2007,Waste Recycled,35.3,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2004/2005,Waste Recycled,16.1,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2009/2010,Waste Recycled,43,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2008/2009,Waste Recycled,42.1,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2007/2008,Waste Recycled,41.8,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2010/2011,Waste Recycled,43.4,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2006/2007,Waste Recycled,32.6,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2011/2012,Waste Recycled,44.7,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2007/2008,Waste Recycled,35.4,Percent Of Municipal Waste
S12000008,East Ayrshire,Local Authority,2005/2006,Waste Recycled,27.1,Percent Of Municipal Waste
S12000010,East Lothian,Local Authority,2008/2009,Waste Recycled,38.4,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2011/2012,Waste Recycled,51.7,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2005/2006,Waste Recycled,40.2,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2010/2011,Waste Recycled,39.4,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2011/2012,Waste Recycled,48.5,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2004/2005,Waste Recycled,38.1,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2009/2010,Waste Recycled,46.7,Percent Of Municipal Waste
S12000005,Clackmannanshire,Local Authority,2006/2007,Waste Recycled,43.6,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2006/2007,Waste Recycled,23.2,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2004/2005,Waste Recycled,5.6,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2005/2006,Waste Recycled,10.4,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2007/2008,Waste Recycled,31.1,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2008/2009,Waste Recycled,36.3,Percent Of Municipal Waste
S12000006,Dumfries and Galloway,Local Authority,2009/2010,Waste Recycled,36.7,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2009/2010,Waste Recycled,33.3,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2011/2012,Waste Recycled,31.5,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2011/2012,Waste Recycled,35.5,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2008/2009,Waste Recycled,31.2,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2010/2011,Waste Recycled,31.7,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2007/2008,Waste Recycled,22.2,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2009/2010,Waste Recycled,26.8,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2006/2007,Waste Recycled,21.3,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2007/2008,Waste Recycled,29.8,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2008/2009,Waste Recycled,36.3,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2007/2008,Waste Recycled,34.8,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2005/2006,Waste Recycled,12.7,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2010/2011,Waste Recycled,32.4,Percent Of Municipal Waste
S12000034,Aberdeenshire,Local Authority,2004/2005,Waste Recycled,10.3,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2010/2011,Waste Recycled,47.5,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2011/2012,Waste Recycled,53.5,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2007/2008,Waste Recycled,38.7,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2006/2007,Waste Recycled,35.7,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2009/2010,Waste Recycled,43.5,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2006/2007,Waste Recycled,35.4,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2008/2009,Waste Recycled,41.5,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2004/2005,Waste Recycled,11.2,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2006/2007,Waste Recycled,21.5,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2008/2009,Waste Recycled,23.4,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2005/2006,Waste Recycled,32.5,Percent Of Municipal Waste
S12000030,Stirling,Local Authority,2004/2005,Waste Recycled,27.5,Percent Of Municipal Waste
S12000033,Aberdeen City,Local Authority,2005/2006,Waste Recycled,18.1,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2005/2006,Waste Recycled,24.5,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2006/2007,Waste Recycled,28.2,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2008/2009,Waste Recycled,30.5,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2009/2010,Waste Recycled,37.4,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2007/2008,Waste Recycled,30.1,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2008/2009,Waste Recycled,30.1,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2004/2005,Waste Recycled,15,Percent Of Municipal Waste
S12000041,Angus,Local Authority,2010/2011,Waste Recycled,36.7,Percent Of Municipal Waste
S12000041,Angus,Local Authority,2007/2008,Waste Recycled,34.7,Percent Of Municipal Waste
S12000041,Angus,Local Authority,2009/2010,Waste Recycled,39.1,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2010/2011,Waste Recycled,42.8,Percent Of Municipal Waste
S12000038,Renfrewshire,Local Authority,2011/2012,Waste Recycled,42.6,Percent Of Municipal Waste
S12000041,Angus,Local Authority,2008/2009,Waste Recycled,35.8,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2004/2005,Waste Recycled,17.9,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2009/2010,Waste Recycled,41.3,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2004/2005,Waste Recycled,15.6,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2005/2006,Waste Recycled,25.2,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2010/2011,Waste Recycled,41.5,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2006/2007,Waste Recycled,33.2,Percent Of Municipal Waste
S12000035,Argyll and Bute,Local Authority,2011/2012,Waste Recycled,40.5,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2007/2008,Waste Recycled,27.1,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2011/2012,Waste Recycled,33.4,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2006/2007,Waste Recycled,24.4,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2010/2011,Waste Recycled,31.5,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2005/2006,Waste Recycled,21.6,Percent Of Municipal Waste
S12000036,City of Edinburgh,Local Authority,2009/2010,Waste Recycled,31.5,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2006/2007,Waste Recycled,27.6,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2004/2005,Waste Recycled,19.1,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2005/2006,Waste Recycled,22.7,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2007/2008,Waste Recycled,28.7,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2008/2009,Waste Recycled,29.5,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2011/2012,Waste Recycled,46.5,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2009/2010,Waste Recycled,27.9,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2010/2011,Waste Recycled,39.9,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2011/2012,Waste Recycled,41.3,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2006/2007,Waste Recycled,28.3,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2005/2006,Waste Recycled,16,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2010/2011,Waste Recycled,29.4,Percent Of Municipal Waste
S12000023,Orkney Islands,Local Authority,2011/2012,Waste Recycled,27.9,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2009/2010,Waste Recycled,37.8,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2006/2007,Waste Recycled,38.4,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2004/2005,Waste Recycled,24.1,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2005/2006,Waste Recycled,25.8,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2005/2006,Waste Recycled,30.9,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2011/2012,Waste Recycled,43.5,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2010/2011,Waste Recycled,42.4,Percent Of Municipal Waste
S12000020,Moray,Local Authority,2009/2010,Waste Recycled,41.5,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2007/2008,Waste Recycled,31.1,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2010/2011,Waste Recycled,43.5,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2008/2009,Waste Recycled,35.7,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2006/2007,Waste Recycled,25.8,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2004/2005,Waste Recycled,23.8,Percent Of Municipal Waste
S12000021,North Ayrshire,Local Authority,2009/2010,Waste Recycled,40.8,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2010/2011,Waste Recycled,42.7,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2006/2007,Waste Recycled,39.3,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2009/2010,Waste Recycled,40.1,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2008/2009,Waste Recycled,41.3,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2009/2010,Waste Recycled,44.1,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2011/2012,Waste Recycled,46.1,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2007/2008,Waste Recycled,43.1,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2004/2005,Waste Recycled,26,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2005/2006,Waste Recycled,33.3,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2007/2008,Waste Recycled,37,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2011/2012,Waste Recycled,40.5,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2008/2009,Waste Recycled,37,Percent Of Municipal Waste
S12000029,South Lanarkshire,Local Authority,2010/2011,Waste Recycled,38.2,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2009/2010,Waste Recycled,19.3,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2008/2009,Waste Recycled,22.7,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2011/2012,Waste Recycled,17.9,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2007/2008,Waste Recycled,19.2,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2008/2009,Waste Recycled,36,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2004/2005,Waste Recycled,7.8,Percent Of Municipal Waste
S12000026,Scottish Borders,Local Authority,2007/2008,Waste Recycled,33.5,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2005/2006,Waste Recycled,35.8,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2005/2006,Waste Recycled,10.9,Percent Of Municipal Waste
S12000028,South Ayrshire,Local Authority,2004/2005,Waste Recycled,21.4,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2004/2005,Waste Recycled,12.6,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2010/2011,Waste Recycled,19.5,Percent Of Municipal Waste
S12000027,Shetland Islands,Local Authority,2006/2007,Waste Recycled,17.4,Percent Of Municipal Waste
